ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2
0.7,3,0.3,0.1,532,0.780778872
0.7,3,0.3,0.5,533,0.781358443
0.7,3,0.3,1,534,0.782037956
0.7,3,0.3,4,535,0.782754952
0.7,3,0.3,6,536,0.169549939
0.7,3,0.3,8,537,0.630997719
0.7,3,0.3,10,538,0.806080672
0.7,3,0.5,0.1,539,0.743493109
0.7,3,0.5,0.5,540,0.743981179
0.7,3,0.5,1,541,0.744771751
0.7,3,0.5,4,542,0.74565154
0.7,3,0.5,6,543,0.079175369
0.7,3,0.5,8,544,0.311943065
0.7,3,0.5,10,545,0.55237347
0.7,3,0.7,0.1,546,0.764920071
0.7,3,0.7,0.5,547,0.722888011
0.7,3,0.7,1,548,0.716210247
0.7,3,0.7,4,549,0.716936421
0.7,3,0.7,6,550,0.024952335
0.7,3,0.7,8,551,0.095109987
0.7,3,0.7,10,552,0.172516252
0.7,3,0.9,0.1,553,0.558254604
0.7,3,0.9,0.5,554,0.724564385
0.7,3,0.9,1,555,0.779166498
0.7,3,0.9,4,556,0.774092215
0.7,3,0.9,6,557,0.819553346
0.7,3,0.9,8,558,0.82650145
0.7,3,0.9,10,559,0.826511172
0.7,5,0.1,0.1,560,0.826619629
0.7,5,0.1,0.5,561,0.826693482
0.7,5,0.1,1,562,0.826765295
0.7,5,0.1,4,563,0.826836032
0.7,5,0.1,6,564,0.476449482
0.7,5,0.1,8,565,0.822557016
0.7,5,0.1,10,566,0.81705409
0.7,5,0.3,0.1,567,0.806580402
0.7,5,0.3,0.5,568,0.80692742
0.7,5,0.3,1,569,0.807324871
0.7,5,0.3,4,570,0.807748741
0.7,5,0.3,6,571,0.234717282
0.7,5,0.3,8,572,0.705159895
0.7,5,0.3,10,573,0.816192748
0.7,5,0.5,0.1,574,0.780875987
0.7,5,0.5,0.5,575,0.781314649
0.7,5,0.5,1,576,0.781906773
0.7,5,0.5,4,577,0.782574602
0.7,5,0.5,6,578,0.114151972
0.7,5,0.5,8,579,0.398521676
0.7,5,0.5,10,580,0.639506502
0.7,5,0.7,0.1,581,0.798822855
0.7,5,0.7,0.5,582,0.771894209
0.7,5,0.7,1,583,0.757655065
0.7,5,0.7,4,584,0.758216694
0.7,5,0.7,6,585,0.038524472
0.7,5,0.7,8,586,0.132993511
0.7,5,0.7,10,587,0.230134415
0.7,5,0.9,0.1,588,0.640986895
0.7,5,0.9,0.5,589,0.764920445
0.7,5,0.9,1,590,0.801764563
0.7,5,0.9,4,591,0.8041123
0.7,5,0.9,6,592,0.821383047
0.7,5,0.9,8,593,0.828110113
0.7,5,0.9,10,594,0.828116999
0.7,7,0.1,0.1,595,0.828179934
0.7,7,0.1,0.5,596,0.828220463
0.7,7,0.1,1,597,0.828259785
0.7,7,0.1,4,598,0.828298151
0.7,7,0.1,6,599,0.572999566
0.7,7,0.1,8,600,0.824292872
0.7,7,0.1,10,601,0.822712527
