ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2_initial,Phi2,Phi2*PSII_antenna_size*100
0.9,3.0,0.3,1.0,744,0.76479608,0.803498438,21.694457826
0.9,3.0,0.3,4.0,745,0.765597242,0.763567116,20.616312132
0.9,3.0,0.3,6.0,746,0.11495475,0.764158667,20.632284009000003
0.9,3.0,0.3,8.0,747,0.527813004,0.76479608,20.64949416
0.9,3.0,0.3,10.0,748,0.793683057,0.765597242,20.671125533999998
0.9,3.0,0.5,0.1,749,0.722936647,0.11495475,5.17296375
0.9,3.0,0.5,0.5,750,0.723622514,0.527813004,23.75158518
0.9,3.0,0.5,1.0,751,0.724498019,0.793683057,35.715737565
0.9,3.0,0.5,4.0,752,0.725435544,0.722936647,32.532149115
0.9,3.0,0.5,6.0,753,0.082212439,0.723622514,32.56301313
0.9,3.0,0.5,8.0,754,0.381766099,0.724498019,32.602410855
0.9,3.0,0.5,10.0,755,0.700714981,0.725435544,32.644599480000004
0.9,3.0,0.7,0.1,756,0.695594592,0.082212439,5.179383657
0.9,3.0,0.7,0.5,757,0.695761491,0.381766099,24.051264237
0.9,3.0,0.7,1.0,758,0.696645052,0.700714981,44.14504380299999
0.9,3.0,0.7,4.0,759,0.697606397,0.695594592,43.82245929599999
0.9,3.0,0.7,6.0,760,0.063988112,0.695761491,43.832973933
0.9,3.0,0.7,8.0,761,0.298290567,0.696645052,43.888638275999995
0.9,3.0,0.7,10.0,762,0.566708794,0.697606397,43.949203011
0.9,3.0,0.9,0.1,763,0.682314307,0.063988112,5.183037071999999
0.9,3.0,0.9,0.5,764,0.676030662,0.298290567,24.161535927000006
0.9,3.0,0.9,1.0,765,0.676842928,0.566708794,45.903412314
0.9,3.0,0.9,4.0,766,0.677776667,0.682314307,55.26745886700001
0.9,3.0,0.9,6.0,767,0.564602868,0.676030662,54.758483622
0.9,3.0,0.9,8.0,768,0.826514732,0.676842928,54.824277168
0.9,3.0,0.9,10.0,769,0.824444602,0.677776667,54.89991002700001
0.9,5.0,0.1,0.1,770,0.824595728,0.564602868,5.081425812000001
0.9,5.0,0.1,0.5,771,0.824706958,0.826514732,7.438632588000001
0.9,5.0,0.1,1.0,772,0.8248208,0.824444602,7.420001418000001
0.9,5.0,0.1,4.0,773,0.82493253,0.824595728,7.421361552000001
0.9,5.0,0.1,6.0,774,0.195688039,0.824706958,7.4223626220000005
0.9,5.0,0.1,8.0,775,0.792442303,0.8248208,7.423387200000002
0.9,5.0,0.1,10.0,776,0.818105716,0.82493253,7.424392770000001
0.9,5.0,0.3,0.1,777,0.795492679,0.195688039,5.283577053000001
0.9,5.0,0.3,0.5,778,0.795904396,0.792442303,21.395942181
0.9,5.0,0.3,1.0,779,0.796386969,0.818105716,22.088854332
0.9,5.0,0.3,4.0,780,0.796923418,0.795492679,21.478302333
0.9,5.0,0.3,6.0,781,0.117869063,0.795904396,21.489418691999997
0.9,5.0,0.3,8.0,782,0.536302131,0.796386969,21.502448162999997
0.9,5.0,0.3,10.0,783,0.808872391,0.796923418,21.516932286
0.9,5.0,0.5,0.1,784,0.763590371,0.117869063,5.304107835
0.9,5.0,0.5,0.5,785,0.764060943,0.536302131,24.133595895000003
0.9,5.0,0.5,1.0,786,0.764750464,0.808872391,36.399257595
0.9,5.0,0.5,4.0,787,0.765509642,0.763590371,34.361566695
0.9,5.0,0.5,6.0,788,0.084317366,0.764060943,34.382742435000004
0.9,5.0,0.5,8.0,789,0.388402047,0.764750464,34.41377088
0.9,5.0,0.5,10.0,790,0.716576548,0.765509642,34.44793389
0.9,5.0,0.7,0.1,791,0.739856834,0.084317366,5.311994058000001
0.9,5.0,0.7,0.5,792,0.737667497,0.388402047,24.469328960999995
0.9,5.0,0.7,1.0,793,0.738434417,0.716576548,45.144322524
0.9,5.0,0.7,4.0,794,0.739311613,0.739856834,46.610980542
0.9,5.0,0.7,6.0,795,0.065630196,0.737667497,46.473052311000004
0.9,5.0,0.7,8.0,796,0.30361954,0.738434417,46.521368271
0.9,5.0,0.7,10.0,797,0.579056561,0.739311613,46.576631619
0.9,5.0,0.9,0.1,798,0.739905763,0.065630196,5.3160458760000004
0.9,5.0,0.9,0.5,799,0.716803539,0.30361954,24.593182740000007
0.9,5.0,0.9,1.0,800,0.717454805,0.579056561,46.903581441
0.9,5.0,0.9,4.0,801,0.718368502,0.739905763,59.932366803
0.9,5.0,0.9,6.0,802,0.57202121,0.716803539,58.06108665900002
0.9,5.0,0.9,8.0,803,0.827922676,0.717454805,58.113839205000005
0.9,5.0,0.9,10.0,804,0.82699124,0.718368502,58.18784866200001
0.9,7.0,0.1,0.1,805,0.827084056,0.57202121,5.1481908899999995
0.9,7.0,0.1,0.5,806,0.827149714,0.827922676,7.451304084000002
0.9,7.0,0.1,1.0,807,0.827213489,0.82699124,7.442921160000002
0.9,7.0,0.1,4.0,808,0.827275482,0.827084056,7.443756504000001
0.9,7.0,0.1,6.0,809,0.199220463,0.827149714,7.444347426
0.9,7.0,0.1,8.0,810,0.795282573,0.827213489,7.444921401
0.9,7.0,0.1,10.0,811,0.822799178,0.827275482,7.445479338000001
0.9,7.0,0.3,0.1,812,0.809463229,0.199220463,5.378952501
0.9,7.0,0.3,0.5,813,0.809798745,0.795282573,21.472629470999998
0.9,7.0,0.3,1.0,814,0.810142816,0.822799178,22.215577806
0.9,7.0,0.3,4.0,815,0.810500158,0.809463229,21.855507183
0.9,7.0,0.3,6.0,816,0.120049269,0.809798745,21.864566115
0.9,7.0,0.3,8.0,817,0.541745728,0.810142816,21.873856032
0.9,7.0,0.3,10.0,818,0.813911703,0.810500158,21.883504266
0.9,7.0,0.5,0.1,819,0.785903983,0.120049269,5.402217105
0.9,7.0,0.5,0.5,820,0.7863543,0.541745728,24.37855776
0.9,7.0,0.5,1.0,821,0.786904482,0.813911703,36.626026635
0.9,7.0,0.5,4.0,822,0.787500844,0.785903983,35.365679234999995
0.9,7.0,0.5,6.0,823,0.085890179,0.7863543,35.3859435
0.9,7.0,0.5,8.0,824,0.392834853,0.786904482,35.41070169
0.9,7.0,0.5,10.0,825,0.723402044,0.787500844,35.43753798
0.9,7.0,0.7,0.1,826,0.770091608,0.085890179,5.411081276999999
0.9,7.0,0.7,0.5,827,0.763870389,0.392834853,24.748595738999995
0.9,7.0,0.7,1.0,828,0.764502819,0.723402044,45.574328772
0.9,7.0,0.7,4.0,829,0.765250223,0.770091608,48.51577130399999
0.9,7.0,0.7,6.0,830,0.06685918,0.763870389,48.123834507000005
0.9,7.0,0.7,8.0,831,0.307222559,0.764502819,48.163677596999996
0.9,7.0,0.7,10.0,832,0.585307441,0.765250223,48.21076404899999
0.9,7.0,0.9,0.1,833,0.770692679,0.06685918,5.41559358
0.9,7.0,0.9,0.5,834,0.744472004,0.307222559,24.885027279000003
0.9,7.0,0.9,1.0,835,0.744943765,0.585307441,47.409902720999995
0.9,7.0,0.9,4.0,836,0.745755777,0.770692679,62.426106999000005
0.9,7.0,0.9,6.0,837,0.0,0.744472004,60.302232324
0.9,7.0,0.9,8.0,838,0.0,0.744943765,60.340444965
0.9,7.0,0.9,10.0,839,0.0,0.745755777,60.406217936999994
