P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
2,0.5444,0.25,0.6333,0.083498394
4,0.5444,0.25,0.6333,0.083498394
6,0.5444,0.25,0.6333,0.083498394
8,0.5444,0.25,0.6333,0.083498394
10,0.5444,0.25,0.6333,0.083498394
0.1,0.5444,0.25,0.7222,0.073238825
0.4,0.5444,0.25,0.7222,0.073238825
0.7,0.5444,0.25,0.7222,0.073238825
1,0.5444,0.25,0.7222,0.073238825
1.5,0.5444,0.25,0.7222,0.073238825
2,0.5444,0.25,0.7222,0.073238825
4,0.5444,0.25,0.7222,0.073238825
6,0.5444,0.25,0.7222,0.073238825
8,0.5444,0.25,0.7222,0.073238825
10,0.5444,0.25,0.7222,0.073238825
0.1,0.5444,0.25,0.8111,0.065222982
0.4,0.5444,0.25,0.8111,0.065222982
0.7,0.5444,0.25,0.8111,0.065222982
1,0.5444,0.25,0.8111,0.065222982
1.5,0.5444,0.25,0.8111,0.065222982
2,0.5444,0.25,0.8111,0.065222982
4,0.5444,0.25,0.8111,0.065222982
6,0.5444,0.25,0.8111,0.065222982
8,0.5444,0.25,0.8111,0.065222982
10,0.5444,0.25,0.8111,0.065222982
0.1,0.5444,0.25,0.9,0.058790863
0.4,0.5444,0.25,0.9,0.058790863
0.7,0.5444,0.25,0.9,0.058790863
1,0.5444,0.25,0.9,0.058790863
1.5,0.5444,0.25,0.9,0.058790863
2,0.5444,0.25,0.9,0.058790863
4,0.5444,0.25,0.9,0.058790863
6,0.5444,0.25,0.9,0.058790863
8,0.5444,0.25,0.9,0.058790863
10,0.5444,0.25,0.9,0.058790863
0.1,0.5444,0.4,0.1,0.526807574
0.4,0.5444,0.4,0.1,0.526807574
0.7,0.5444,0.4,0.1,0.526807574
1,0.5444,0.4,0.1,0.526807574
1.5,0.5444,0.4,0.1,0.526807574
2,0.5444,0.4,0.1,0.526807574
4,0.5444,0.4,0.1,0.526807574
6,0.5444,0.4,0.1,0.526807574
8,0.5444,0.4,0.1,0.526807574
10,0.5444,0.4,0.1,0.526807574
0.1,0.5444,0.4,0.1889,0.283882017
0.4,0.5444,0.4,0.1889,0.283882017
0.7,0.5444,0.4,0.1889,0.283882017
1,0.5444,0.4,0.1889,0.283882017
1.5,0.5444,0.4,0.1889,0.283882017
2,0.5444,0.4,0.1889,0.283882017
4,0.5444,0.4,0.1889,0.283882017
6,0.5444,0.4,0.1889,0.283882017
8,0.5444,0.4,0.1889,0.283882017
10,0.5444,0.4,0.1889,0.283882017
0.1,0.5444,0.4,0.2778,0.193748751
0.4,0.5444,0.4,0.2778,0.193748751
0.7,0.5444,0.4,0.2778,0.193748751
1,0.5444,0.4,0.2778,0.193748751
1.5,0.5444,0.4,0.2778,0.193748751
2,0.5444,0.4,0.2778,0.193748751
4,0.5444,0.4,0.2778,0.193748751
6,0.5444,0.4,0.2778,0.193748751
8,0.5444,0.4,0.2778,0.193748751
10,0.5444,0.4,0.2778,0.193748751
0.1,0.5444,0.4,0.3667,0.147008763
0.4,0.5444,0.4,0.3667,0.147008763
0.7,0.5444,0.4,0.3667,0.147008763
1,0.5444,0.4,0.3667,0.147008763
1.5,0.5444,0.4,0.3667,0.147008763
2,0.5444,0.4,0.3667,0.147008763
4,0.5444,0.4,0.3667,0.147008763
6,0.5444,0.4,0.3667,0.147008763
8,0.5444,0.4,0.3667,0.147008763
10,0.5444,0.4,0.3667,0.147008763
0.1,0.5444,0.4,0.4556,0.118426523
0.4,0.5444,0.4,0.4556,0.118426523
0.7,0.5444,0.4,0.4556,0.118426523
1,0.5444,0.4,0.4556,0.118426523
1.5,0.5444,0.4,0.4556,0.118426523
2,0.5444,0.4,0.4556,0.118426523
4,0.5444,0.4,0.4556,0.118426523
6,0.5444,0.4,0.4556,0.118426523
8,0.5444,0.4,0.4556,0.118426523
10,0.5444,0.4,0.4556,0.118426523
0.1,0.5444,0.4,0.5444,0.099164457
0.4,0.5444,0.4,0.5444,0.099164457
0.7,0.5444,0.4,0.5444,0.099164457
1,0.5444,0.4,0.5444,0.099164457
1.5,0.5444,0.4,0.5444,0.099164457
2,0.5444,0.4,0.5444,0.099164457
4,0.5444,0.4,0.5444,0.099164457
6,0.5444,0.4,0.5444,0.099164457
8,0.5444,0.4,0.5444,0.099164457
10,0.5444,0.4,0.5444,0.099164457
0.1,0.5444,0.4,0.6333,0.085278007
0.4,0.5444,0.4,0.6333,0.085278007
0.7,0.5444,0.4,0.6333,0.085278007
1,0.5444,0.4,0.6333,0.085278007
1.5,0.5444,0.4,0.6333,0.085278007
2,0.5444,0.4,0.6333,0.085278007
4,0.5444,0.4,0.6333,0.085278007
6,0.5444,0.4,0.6333,0.085278007
8,0.5444,0.4,0.6333,0.085278007
10,0.5444,0.4,0.6333,0.085278007
0.1,0.5444,0.4,0.7222,0.074804946
0.4,0.5444,0.4,0.7222,0.074804946
0.7,0.5444,0.4,0.7222,0.074804946
1,0.5444,0.4,0.7222,0.074804946
1.5,0.5444,0.4,0.7222,0.074804946
2,0.5444,0.4,0.7222,0.074804946
4,0.5444,0.4,0.7222,0.074804946
6,0.5444,0.4,0.7222,0.074804946
8,0.5444,0.4,0.7222,0.074804946
10,0.5444,0.4,0.7222,0.074804946
0.1,0.5444,0.4,0.8111,0.066616956
0.4,0.5444,0.4,0.8111,0.066616956
0.7,0.5444,0.4,0.8111,0.066616956
1,0.5444,0.4,0.8111,0.066616956
1.5,0.5444,0.4,0.8111,0.066616956
2,0.5444,0.4,0.8111,0.066616956
4,0.5444,0.4,0.8111,0.066616956
6,0.5444,0.4,0.8111,0.066616956
8,0.5444,0.4,0.8111,0.066616956
10,0.5444,0.4,0.8111,0.066616956
0.1,0.5444,0.4,0.9,0.060047775
0.4,0.5444,0.4,0.9,0.060047775
0.7,0.5444,0.4,0.9,0.060047775
1,0.5444,0.4,0.9,0.060047775
1.5,0.5444,0.4,0.9,0.060047775
2,0.5444,0.4,0.9,0.060047775
4,0.5444,0.4,0.9,0.060047775
6,0.5444,0.4,0.9,0.060047775
8,0.5444,0.4,0.9,0.060047775
10,0.5444,0.4,0.9,0.060047775
0.1,0.5444,0.55,0.1,0.532808915
0.4,0.5444,0.55,0.1,0.532808915
0.7,0.5444,0.55,0.1,0.532808915
1,0.5444,0.55,0.1,0.532808915
1.5,0.5444,0.55,0.1,0.532808915
2,0.5444,0.55,0.1,0.532808915
4,0.5444,0.55,0.1,0.532808915
6,0.5444,0.55,0.1,0.532808915
8,0.5444,0.55,0.1,0.532808915
10,0.5444,0.55,0.1,0.532808915
0.1,0.5444,0.55,0.1889,0.28746249
0.4,0.5444,0.55,0.1889,0.28746249
0.7,0.5444,0.55,0.1889,0.28746249
1,0.5444,0.55,0.1889,0.28746249
1.5,0.5444,0.55,0.1889,0.28746249
2,0.5444,0.55,0.1889,0.28746249
4,0.5444,0.55,0.1889,0.28746249
6,0.5444,0.55,0.1889,0.28746249
8,0.5444,0.55,0.1889,0.28746249
10,0.5444,0.55,0.1889,0.28746249
0.1,0.5444,0.55,0.2778,0.196236192
0.4,0.5444,0.55,0.2778,0.196236192
0.7,0.5444,0.55,0.2778,0.196236192
1,0.5444,0.55,0.2778,0.196236192
1.5,0.5444,0.55,0.2778,0.196236192
2,0.5444,0.55,0.2778,0.196236192
4,0.5444,0.55,0.2778,0.196236192
6,0.5444,0.55,0.2778,0.196236192
8,0.5444,0.55,0.2778,0.196236192
10,0.5444,0.55,0.2778,0.196236192
0.1,0.5444,0.55,0.3667,0.148910594
0.4,0.5444,0.55,0.3667,0.148910594
0.7,0.5444,0.55,0.3667,0.148910594
1,0.5444,0.55,0.3667,0.148910594
1.5,0.5444,0.55,0.3667,0.148910594
2,0.5444,0.55,0.3667,0.148910594
4,0.5444,0.55,0.3667,0.148910594
6,0.5444,0.55,0.3667,0.148910594
8,0.5444,0.55,0.3667,0.148910594
10,0.5444,0.55,0.3667,0.148910594
0.1,0.5444,0.55,0.4556,0.119967908
0.4,0.5444,0.55,0.4556,0.119967908
0.7,0.5444,0.55,0.4556,0.119967908
1,0.5444,0.55,0.4556,0.119967908
1.5,0.5444,0.55,0.4556,0.119967908
2,0.5444,0.55,0.4556,0.119967908
4,0.5444,0.55,0.4556,0.119967908
6,0.5444,0.55,0.4556,0.119967908
8,0.5444,0.55,0.4556,0.119967908
10,0.5444,0.55,0.4556,0.119967908
0.1,0.5444,0.55,0.5444,0.100457867
0.4,0.5444,0.55,0.5444,0.100457867
0.7,0.5444,0.55,0.5444,0.100457867
1,0.5444,0.55,0.5444,0.100457867
1.5,0.5444,0.55,0.5444,0.100457867
2,0.5444,0.55,0.5444,0.100457867
4,0.5444,0.55,0.5444,0.100457867
6,0.5444,0.55,0.5444,0.100457867
8,0.5444,0.55,0.5444,0.100457867
10,0.5444,0.55,0.5444,0.100457867
0.1,0.5444,0.55,0.6333,0.086390596
0.4,0.5444,0.55,0.6333,0.086390596
0.7,0.5444,0.55,0.6333,0.086390596
1,0.5444,0.55,0.6333,0.086390596
1.5,0.5444,0.55,0.6333,0.086390596
2,0.5444,0.55,0.6333,0.086390596
4,0.5444,0.55,0.6333,0.086390596
6,0.5444,0.55,0.6333,0.086390596
8,0.5444,0.55,0.6333,0.086390596
10,0.5444,0.55,0.6333,0.086390596
0.1,0.5444,0.55,0.7222,0.075779018
0.4,0.5444,0.55,0.7222,0.075779018
0.7,0.5444,0.55,0.7222,0.075779018
1,0.5444,0.55,0.7222,0.075779018
1.5,0.5444,0.55,0.7222,0.075779018
2,0.5444,0.55,0.7222,0.075779018
4,0.5444,0.55,0.7222,0.075779018
6,0.5444,0.55,0.7222,0.075779018
8,0.5444,0.55,0.7222,0.075779018
10,0.5444,0.55,0.7222,0.075779018
0.1,0.5444,0.55,0.8111,0.067491144
0.4,0.5444,0.55,0.8111,0.067491144
0.7,0.5444,0.55,0.8111,0.067491144
1,0.5444,0.55,0.8111,0.067491144
1.5,0.5444,0.55,0.8111,0.067491144
2,0.5444,0.55,0.8111,0.067491144
4,0.5444,0.55,0.8111,0.067491144
6,0.5444,0.55,0.8111,0.067491144
8,0.5444,0.55,0.8111,0.067491144
10,0.5444,0.55,0.8111,0.067491144
0.1,0.5444,0.55,0.9,0.060835559
0.4,0.5444,0.55,0.9,0.060835559
0.7,0.5444,0.55,0.9,0.060835559
1,0.5444,0.55,0.9,0.060835559
1.5,0.5444,0.55,0.9,0.060835559
2,0.5444,0.55,0.9,0.060835559
4,0.5444,0.55,0.9,0.060835559
6,0.5444,0.55,0.9,0.060835559
8,0.5444,0.55,0.9,0.060835559
10,0.5444,0.55,0.9,0.060835559
0.1,0.5444,0.7,0.1,0.537121577
0.4,0.5444,0.7,0.1,0.537121577
0.7,0.5444,0.7,0.1,0.537121577
1,0.5444,0.7,0.1,0.537121577
1.5,0.5444,0.7,0.1,0.537121577
2,0.5444,0.7,0.1,0.537121577
4,0.5444,0.7,0.1,0.537121577
6,0.5444,0.7,0.1,0.537121577
8,0.5444,0.7,0.1,0.537121577
10,0.5444,0.7,0.1,0.537121577
0.1,0.5444,0.7,0.1889,0.290127722
0.4,0.5444,0.7,0.1889,0.290127722
0.7,0.5444,0.7,0.1889,0.290127722
1,0.5444,0.7,0.1889,0.290127722
1.5,0.5444,0.7,0.1889,0.290127722
2,0.5444,0.7,0.1889,0.290127722
4,0.5444,0.7,0.1889,0.290127722
6,0.5444,0.7,0.1889,0.290127722
8,0.5444,0.7,0.1889,0.290127722
10,0.5444,0.7,0.1889,0.290127722
0.1,0.5444,0.7,0.2778,0.198098413
0.4,0.5444,0.7,0.2778,0.198098413
0.7,0.5444,0.7,0.2778,0.198098413
1,0.5444,0.7,0.2778,0.198098413
1.5,0.5444,0.7,0.2778,0.198098413
2,0.5444,0.7,0.2778,0.198098413
4,0.5444,0.7,0.2778,0.198098413
6,0.5444,0.7,0.2778,0.198098413
8,0.5444,0.7,0.2778,0.198098413
10,0.5444,0.7,0.2778,0.198098413
0.1,0.5444,0.7,0.3667,0.150337854
0.4,0.5444,0.7,0.3667,0.150337854
0.7,0.5444,0.7,0.3667,0.150337854
1,0.5444,0.7,0.3667,0.150337854
1.5,0.5444,0.7,0.3667,0.150337854
2,0.5444,0.7,0.3667,0.150337854
4,0.5444,0.7,0.3667,0.150337854
6,0.5444,0.7,0.3667,0.150337854
8,0.5444,0.7,0.3667,0.150337854
10,0.5444,0.7,0.3667,0.150337854
0.1,0.5444,0.7,0.4556,0.121121715
0.4,0.5444,0.7,0.4556,0.121121715
0.7,0.5444,0.7,0.4556,0.121121715
1,0.5444,0.7,0.4556,0.121121715
1.5,0.5444,0.7,0.4556,0.121121715
2,0.5444,0.7,0.4556,0.121121715
4,0.5444,0.7,0.4556,0.121121715
6,0.5444,0.7,0.4556,0.121121715
8,0.5444,0.7,0.4556,0.121121715
10,0.5444,0.7,0.4556,0.121121715
0.1,0.5444,0.7,0.5444,0.101430872
0.4,0.5444,0.7,0.5444,0.101430872
0.7,0.5444,0.7,0.5444,0.101430872
1,0.5444,0.7,0.5444,0.101430872
1.5,0.5444,0.7,0.5444,0.101430872
2,0.5444,0.7,0.5444,0.101430872
4,0.5444,0.7,0.5444,0.101430872
6,0.5444,0.7,0.5444,0.101430872
8,0.5444,0.7,0.5444,0.101430872
10,0.5444,0.7,0.5444,0.101430872
0.1,0.5444,0.7,0.6333,0.087229673
0.4,0.5444,0.7,0.6333,0.087229673
0.7,0.5444,0.7,0.6333,0.087229673
1,0.5444,0.7,0.6333,0.087229673
1.5,0.5444,0.7,0.6333,0.087229673
2,0.5444,0.7,0.6333,0.087229673
4,0.5444,0.7,0.6333,0.087229673
6,0.5444,0.7,0.6333,0.087229673
8,0.5444,0.7,0.6333,0.087229673
10,0.5444,0.7,0.6333,0.087229673
0.1,0.5444,0.7,0.7222,0.07651597
0.4,0.5444,0.7,0.7222,0.07651597
0.7,0.5444,0.7,0.7222,0.07651597
1,0.5444,0.7,0.7222,0.07651597
1.5,0.5444,0.7,0.7222,0.07651597
2,0.5444,0.7,0.7222,0.07651597
4,0.5444,0.7,0.7222,0.07651597
6,0.5444,0.7,0.7222,0.07651597
8,0.5444,0.7,0.7222,0.07651597
10,0.5444,0.7,0.7222,0.07651597
0.1,0.5444,0.7,0.8111,0.068146831
0.4,0.5444,0.7,0.8111,0.068146831
0.7,0.5444,0.7,0.8111,0.068146831
1,0.5444,0.7,0.8111,0.068146831
1.5,0.5444,0.7,0.8111,0.068146831
2,0.5444,0.7,0.8111,0.068146831
4,0.5444,0.7,0.8111,0.068146831
6,0.5444,0.7,0.8111,0.068146831
8,0.5444,0.7,0.8111,0.068146831
10,0.5444,0.7,0.8111,0.068146831
0.1,0.5444,0.7,0.9,0.061430444
0.4,0.5444,0.7,0.9,0.061430444
0.7,0.5444,0.7,0.9,0.061430444
1,0.5444,0.7,0.9,0.061430444
1.5,0.5444,0.7,0.9,0.061430444
2,0.5444,0.7,0.9,0.061430444
4,0.5444,0.7,0.9,0.061430444
6,0.5444,0.7,0.9,0.061430444
8,0.5444,0.7,0.9,0.061430444
10,0.5444,0.7,0.9,0.061430444
0.1,0.5444,1,0.1,0.54341324
0.4,0.5444,1,0.1,0.54341324
0.7,0.5444,1,0.1,0.54341324
1,0.5444,1,0.1,0.54341324
1.5,0.5444,1,0.1,0.54341324
2,0.5444,1,0.1,0.54341324
4,0.5444,1,0.1,0.54341324
6,0.5444,1,0.1,0.54341324
8,0.5444,1,0.1,0.54341324
10,0.5444,1,0.1,0.54341324
0.1,0.5444,1,0.1889,0.294144646
0.4,0.5444,1,0.1889,0.294144646
0.7,0.5444,1,0.1889,0.294144646
1,0.5444,1,0.1889,0.294144646
1.5,0.5444,1,0.1889,0.294144646
2,0.5444,1,0.1889,0.294144646
4,0.5444,1,0.1889,0.294144646
6,0.5444,1,0.1889,0.294144646
8,0.5444,1,0.1889,0.294144646
10,0.5444,1,0.1889,0.294144646
0.1,0.5444,1,0.2778,0.200924216
0.4,0.5444,1,0.2778,0.200924216
0.7,0.5444,1,0.2778,0.200924216
1,0.5444,1,0.2778,0.200924216
1.5,0.5444,1,0.2778,0.200924216
2,0.5444,1,0.2778,0.200924216
4,0.5444,1,0.2778,0.200924216
6,0.5444,1,0.2778,0.200924216
8,0.5444,1,0.2778,0.200924216
10,0.5444,1,0.2778,0.200924216
0.1,0.5444,1,0.3667,0.152509763
0.4,0.5444,1,0.3667,0.152509763
0.7,0.5444,1,0.3667,0.152509763
1,0.5444,1,0.3667,0.152509763
1.5,0.5444,1,0.3667,0.152509763
2,0.5444,1,0.3667,0.152509763
4,0.5444,1,0.3667,0.152509763
6,0.5444,1,0.3667,0.152509763
8,0.5444,1,0.3667,0.152509763
10,0.5444,1,0.3667,0.152509763
0.1,0.5444,1,0.4556,0.122882346
0.4,0.5444,1,0.4556,0.122882346
0.7,0.5444,1,0.4556,0.122882346
1,0.5444,1,0.4556,0.122882346
1.5,0.5444,1,0.4556,0.122882346
2,0.5444,1,0.4556,0.122882346
4,0.5444,1,0.4556,0.122882346
6,0.5444,1,0.4556,0.122882346
8,0.5444,1,0.4556,0.122882346
10,0.5444,1,0.4556,0.122882346
0.1,0.5444,1,0.5444,0.102907983
0.4,0.5444,1,0.5444,0.102907983
0.7,0.5444,1,0.5444,0.102907983
1,0.5444,1,0.5444,0.102907983
1.5,0.5444,1,0.5444,0.102907983
2,0.5444,1,0.5444,0.102907983
4,0.5444,1,0.5444,0.102907983
6,0.5444,1,0.5444,0.102907983
8,0.5444,1,0.5444,0.102907983
10,0.5444,1,0.5444,0.102907983
0.1,0.5444,1,0.6333,0.088504906
0.4,0.5444,1,0.6333,0.088504906
0.7,0.5444,1,0.6333,0.088504906
1,0.5444,1,0.6333,0.088504906
1.5,0.5444,1,0.6333,0.088504906
2,0.5444,1,0.6333,0.088504906
4,0.5444,1,0.6333,0.088504906
6,0.5444,1,0.6333,0.088504906
8,0.5444,1,0.6333,0.088504906
10,0.5444,1,0.6333,0.088504906
0.1,0.5444,1,0.7222,0.077637639
0.4,0.5444,1,0.7222,0.077637639
0.7,0.5444,1,0.7222,0.077637639
1,0.5444,1,0.7222,0.077637639
1.5,0.5444,1,0.7222,0.077637639
2,0.5444,1,0.7222,0.077637639
4,0.5444,1,0.7222,0.077637639
6,0.5444,1,0.7222,0.077637639
8,0.5444,1,0.7222,0.077637639
10,0.5444,1,0.7222,0.077637639
0.1,0.5444,1,0.8111,0.069147409
0.4,0.5444,1,0.8111,0.069147409
0.7,0.5444,1,0.8111,0.069147409
1,0.5444,1,0.8111,0.069147409
1.5,0.5444,1,0.8111,0.069147409
2,0.5444,1,0.8111,0.069147409
4,0.5444,1,0.8111,0.069147409
6,0.5444,1,0.8111,0.069147409
8,0.5444,1,0.8111,0.069147409
10,0.5444,1,0.8111,0.069147409
0.1,0.5444,1,0.9,0.062329722
0.4,0.5444,1,0.9,0.062329722
0.7,0.5444,1,0.9,0.062329722
1,0.5444,1,0.9,0.062329722
1.5,0.5444,1,0.9,0.062329722
2,0.5444,1,0.9,0.062329722
4,0.5444,1,0.9,0.062329722
6,0.5444,1,0.9,0.062329722
8,0.5444,1,0.9,0.062329722
10,0.5444,1,0.9,0.062329722
0.1,0.5444,3,0.1,0.56443088
0.4,0.5444,3,0.1,0.56443088
0.7,0.5444,3,0.1,0.56443088
1,0.5444,3,0.1,0.56443088
1.5,0.5444,3,0.1,0.56443088
2,0.5444,3,0.1,0.56443088
4,0.5444,3,0.1,0.56443088
6,0.5444,3,0.1,0.56443088
8,0.5444,3,0.1,0.56443088
10,0.5444,3,0.1,0.56443088
0.1,0.5444,3,0.1889,0.308416436
0.4,0.5444,3,0.1889,0.308416436
0.7,0.5444,3,0.1889,0.308416436
1,0.5444,3,0.1889,0.308416436
1.5,0.5444,3,0.1889,0.308416436
2,0.5444,3,0.1889,0.308416436
4,0.5444,3,0.1889,0.308416436
6,0.5444,3,0.1889,0.308416436
8,0.5444,3,0.1889,0.308416436
10,0.5444,3,0.1889,0.308416436
0.1,0.5444,3,0.2778,0.211057327
0.4,0.5444,3,0.2778,0.211057327
0.7,0.5444,3,0.2778,0.211057327
1,0.5444,3,0.2778,0.211057327
1.5,0.5444,3,0.2778,0.211057327
2,0.5444,3,0.2778,0.211057327
4,0.5444,3,0.2778,0.211057327
6,0.5444,3,0.2778,0.211057327
8,0.5444,3,0.2778,0.211057327
10,0.5444,3,0.2778,0.211057327
0.1,0.5444,3,0.3667,0.160324813
0.4,0.5444,3,0.3667,0.160324813
0.7,0.5444,3,0.3667,0.160324813
1,0.5444,3,0.3667,0.160324813
1.5,0.5444,3,0.3667,0.160324813
2,0.5444,3,0.3667,0.160324813
4,0.5444,3,0.3667,0.160324813
6,0.5444,3,0.3667,0.160324813
8,0.5444,3,0.3667,0.160324813
10,0.5444,3,0.3667,0.160324813
0.1,0.5444,3,0.4556,0.129231749
0.4,0.5444,3,0.4556,0.129231749
0.7,0.5444,3,0.4556,0.129231749
1,0.5444,3,0.4556,0.129231749
1.5,0.5444,3,0.4556,0.129231749
2,0.5444,3,0.4556,0.129231749
4,0.5444,3,0.4556,0.129231749
6,0.5444,3,0.4556,0.129231749
8,0.5444,3,0.4556,0.129231749
10,0.5444,3,0.4556,0.129231749
0.1,0.5444,3,0.5444,0.108256383
0.4,0.5444,3,0.5444,0.108256383
0.7,0.5444,3,0.5444,0.108256383
1,0.5444,3,0.5444,0.108256383
1.5,0.5444,3,0.5444,0.108256383
2,0.5444,3,0.5444,0.108256383
4,0.5444,3,0.5444,0.108256383
6,0.5444,3,0.5444,0.108256383
8,0.5444,3,0.5444,0.108256383
10,0.5444,3,0.5444,0.108256383
0.1,0.5444,3,0.6333,0.09312276
0.4,0.5444,3,0.6333,0.09312276
0.7,0.5444,3,0.6333,0.09312276
1,0.5444,3,0.6333,0.09312276
1.5,0.5444,3,0.6333,0.09312276
2,0.5444,3,0.6333,0.09312276
4,0.5444,3,0.6333,0.09312276
6,0.5444,3,0.6333,0.09312276
8,0.5444,3,0.6333,0.09312276
10,0.5444,3,0.6333,0.09312276
0.1,0.5444,3,0.7222,0.081695926
0.4,0.5444,3,0.7222,0.081695926
0.7,0.5444,3,0.7222,0.081695926
1,0.5444,3,0.7222,0.081695926
1.5,0.5444,3,0.7222,0.081695926
2,0.5444,3,0.7222,0.081695926
4,0.5444,3,0.7222,0.081695926
6,0.5444,3,0.7222,0.081695926
8,0.5444,3,0.7222,0.081695926
10,0.5444,3,0.7222,0.081695926
0.1,0.5444,3,0.8111,0.072772299
0.4,0.5444,3,0.8111,0.072772299
0.7,0.5444,3,0.8111,0.072772299
1,0.5444,3,0.8111,0.072772299
1.5,0.5444,3,0.8111,0.072772299
2,0.5444,3,0.8111,0.072772299
4,0.5444,3,0.8111,0.072772299
6,0.5444,3,0.8111,0.072772299
8,0.5444,3,0.8111,0.072772299
10,0.5444,3,0.8111,0.072772299
0.1,0.5444,3,0.9,0.065601724
0.4,0.5444,3,0.9,0.065601724
0.7,0.5444,3,0.9,0.065601724
1,0.5444,3,0.9,0.065601724
1.5,0.5444,3,0.9,0.065601724
2,0.5444,3,0.9,0.065601724
4,0.5444,3,0.9,0.065601724
6,0.5444,3,0.9,0.065601724
8,0.5444,3,0.9,0.065601724
10,0.5444,3,0.9,0.065601724
0.1,0.5444,5,0.1,0.575904216
0.4,0.5444,5,0.1,0.575904216
0.7,0.5444,5,0.1,0.575904216
1,0.5444,5,0.1,0.575904216
1.5,0.5444,5,0.1,0.575904216
2,0.5444,5,0.1,0.575904216
4,0.5444,5,0.1,0.575904216
6,0.5444,5,0.1,0.575904216
8,0.5444,5,0.1,0.575904216
10,0.5444,5,0.1,0.575904216
0.1,0.5444,5,0.1889,0.316665126
0.4,0.5444,5,0.1889,0.316665126
0.7,0.5444,5,0.1889,0.316665126
1,0.5444,5,0.1889,0.316665126
1.5,0.5444,5,0.1889,0.316665126
2,0.5444,5,0.1889,0.316665126
4,0.5444,5,0.1889,0.316665126
6,0.5444,5,0.1889,0.316665126
8,0.5444,5,0.1889,0.316665126
10,0.5444,5,0.1889,0.316665126
0.1,0.5444,5,0.2778,0.216959965
0.4,0.5444,5,0.2778,0.216959965
0.7,0.5444,5,0.2778,0.216959965
1,0.5444,5,0.2778,0.216959965
1.5,0.5444,5,0.2778,0.216959965
2,0.5444,5,0.2778,0.216959965
4,0.5444,5,0.2778,0.216959965
6,0.5444,5,0.2778,0.216959965
8,0.5444,5,0.2778,0.216959965
10,0.5444,5,0.2778,0.216959965
0.1,0.5444,5,0.3667,0.164889648
0.4,0.5444,5,0.3667,0.164889648
0.7,0.5444,5,0.3667,0.164889648
1,0.5444,5,0.3667,0.164889648
1.5,0.5444,5,0.3667,0.164889648
2,0.5444,5,0.3667,0.164889648
4,0.5444,5,0.3667,0.164889648
6,0.5444,5,0.3667,0.164889648
8,0.5444,5,0.3667,0.164889648
10,0.5444,5,0.3667,0.164889648
0.1,0.5444,5,0.4556,0.13294975
0.4,0.5444,5,0.4556,0.13294975
0.7,0.5444,5,0.4556,0.13294975
1,0.5444,5,0.4556,0.13294975
1.5,0.5444,5,0.4556,0.13294975
2,0.5444,5,0.4556,0.13294975
4,0.5444,5,0.4556,0.13294975
6,0.5444,5,0.4556,0.13294975
8,0.5444,5,0.4556,0.13294975
10,0.5444,5,0.4556,0.13294975
0.1,0.5444,5,0.5444,0.111385856
0.4,0.5444,5,0.5444,0.111385856
0.7,0.5444,5,0.5444,0.111385856
1,0.5444,5,0.5444,0.111385856
1.5,0.5444,5,0.5444,0.111385856
2,0.5444,5,0.5444,0.111385856
4,0.5444,5,0.5444,0.111385856
6,0.5444,5,0.5444,0.111385856
8,0.5444,5,0.5444,0.111385856
10,0.5444,5,0.5444,0.111385856
0.1,0.5444,5,0.6333,0.095824914
0.4,0.5444,5,0.6333,0.095824914
0.7,0.5444,5,0.6333,0.095824914
1,0.5444,5,0.6333,0.095824914
1.5,0.5444,5,0.6333,0.095824914
2,0.5444,5,0.6333,0.095824914
4,0.5444,5,0.6333,0.095824914
6,0.5444,5,0.6333,0.095824914
8,0.5444,5,0.6333,0.095824914
10,0.5444,5,0.6333,0.095824914
0.1,0.5444,5,0.7222,0.08407563
0.4,0.5444,5,0.7222,0.08407563
0.7,0.5444,5,0.7222,0.08407563
1,0.5444,5,0.7222,0.08407563
1.5,0.5444,5,0.7222,0.08407563
2,0.5444,5,0.7222,0.08407563
4,0.5444,5,0.7222,0.08407563
6,0.5444,5,0.7222,0.08407563
8,0.5444,5,0.7222,0.08407563
10,0.5444,5,0.7222,0.08407563
0.1,0.5444,5,0.8111,0.074894437
0.4,0.5444,5,0.8111,0.074894437
0.7,0.5444,5,0.8111,0.074894437
1,0.5444,5,0.8111,0.074894437
1.5,0.5444,5,0.8111,0.074894437
2,0.5444,5,0.8111,0.074894437
4,0.5444,5,0.8111,0.074894437
6,0.5444,5,0.8111,0.074894437
8,0.5444,5,0.8111,0.074894437
10,0.5444,5,0.8111,0.074894437
0.1,0.5444,5,0.9,0.067519796
0.4,0.5444,5,0.9,0.067519796
0.7,0.5444,5,0.9,0.067519796
1,0.5444,5,0.9,0.067519796
1.5,0.5444,5,0.9,0.067519796
2,0.5444,5,0.9,0.067519796
4,0.5444,5,0.9,0.067519796
6,0.5444,5,0.9,0.067519796
8,0.5444,5,0.9,0.067519796
10,0.5444,5,0.9,0.067519796
0.1,0.5444,7,0.1,0.584242847
0.4,0.5444,7,0.1,0.584242847
0.7,0.5444,7,0.1,0.584242847
1,0.5444,7,0.1,0.584242847
1.5,0.5444,7,0.1,0.584242847
2,0.5444,7,0.1,0.584242847
4,0.5444,7,0.1,0.584242847
6,0.5444,7,0.1,0.584242847
8,0.5444,7,0.1,0.584242847
10,0.5444,7,0.1,0.584242847
