P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
10,0.8111,0.25,0.5444,0.094909259
0.1,0.8111,0.25,0.6333,0.081620137
0.4,0.8111,0.25,0.6333,0.081620137
0.7,0.8111,0.25,0.6333,0.081620137
1,0.8111,0.25,0.6333,0.081620137
1.5,0.8111,0.25,0.6333,0.081620137
2,0.8111,0.25,0.6333,0.081620137
4,0.8111,0.25,0.6333,0.081620137
6,0.8111,0.25,0.6333,0.081620137
8,0.8111,0.25,0.6333,0.081620137
10,0.8111,0.25,0.6333,0.081620137
0.1,0.8111,0.25,0.7222,0.071598134
0.4,0.8111,0.25,0.7222,0.071598134
0.7,0.8111,0.25,0.7222,0.071598134
1,0.8111,0.25,0.7222,0.071598134
1.5,0.8111,0.25,0.7222,0.071598134
2,0.8111,0.25,0.7222,0.071598134
4,0.8111,0.25,0.7222,0.071598134
6,0.8111,0.25,0.7222,0.071598134
8,0.8111,0.25,0.7222,0.071598134
10,0.8111,0.25,0.7222,0.071598134
0.1,0.8111,0.25,0.8111,0.063763342
0.4,0.8111,0.25,0.8111,0.063763342
0.7,0.8111,0.25,0.8111,0.063763342
1,0.8111,0.25,0.8111,0.063763342
1.5,0.8111,0.25,0.8111,0.063763342
2,0.8111,0.25,0.8111,0.063763342
4,0.8111,0.25,0.8111,0.063763342
6,0.8111,0.25,0.8111,0.063763342
8,0.8111,0.25,0.8111,0.063763342
10,0.8111,0.25,0.8111,0.063763342
0.1,0.8111,0.25,0.9,0.057475677
0.4,0.8111,0.25,0.9,0.057475677
0.7,0.8111,0.25,0.9,0.057475677
1,0.8111,0.25,0.9,0.057475677
1.5,0.8111,0.25,0.9,0.057475677
2,0.8111,0.25,0.9,0.057475677
4,0.8111,0.25,0.9,0.057475677
6,0.8111,0.25,0.9,0.057475677
8,0.8111,0.25,0.9,0.057475677
10,0.8111,0.25,0.9,0.057475677
0.1,0.8111,0.4,0.1,0.518189255
0.4,0.8111,0.4,0.1,0.518189255
0.7,0.8111,0.4,0.1,0.518189255
1,0.8111,0.4,0.1,0.518189255
1.5,0.8111,0.4,0.1,0.518189255
2,0.8111,0.4,0.1,0.518189255
4,0.8111,0.4,0.1,0.518189255
6,0.8111,0.4,0.1,0.518189255
8,0.8111,0.4,0.1,0.518189255
10,0.8111,0.4,0.1,0.518189255
0.1,0.8111,0.4,0.1889,0.278997228
0.4,0.8111,0.4,0.1889,0.278997228
0.7,0.8111,0.4,0.1889,0.278997228
1,0.8111,0.4,0.1889,0.278997228
1.5,0.8111,0.4,0.1889,0.278997228
2,0.8111,0.4,0.1889,0.278997228
4,0.8111,0.4,0.1889,0.278997228
6,0.8111,0.4,0.1889,0.278997228
8,0.8111,0.4,0.1889,0.278997228
10,0.8111,0.4,0.1889,0.278997228
0.1,0.8111,0.4,0.2778,0.190379729
0.4,0.8111,0.4,0.2778,0.190379729
0.7,0.8111,0.4,0.2778,0.190379729
1,0.8111,0.4,0.2778,0.190379729
1.5,0.8111,0.4,0.2778,0.190379729
2,0.8111,0.4,0.2778,0.190379729
4,0.8111,0.4,0.2778,0.190379729
6,0.8111,0.4,0.2778,0.190379729
8,0.8111,0.4,0.2778,0.190379729
10,0.8111,0.4,0.2778,0.190379729
0.1,0.8111,0.4,0.3667,0.144443458
0.4,0.8111,0.4,0.3667,0.144443458
0.7,0.8111,0.4,0.3667,0.144443458
1,0.8111,0.4,0.3667,0.144443458
1.5,0.8111,0.4,0.3667,0.144443458
2,0.8111,0.4,0.3667,0.144443458
4,0.8111,0.4,0.3667,0.144443458
6,0.8111,0.4,0.3667,0.144443458
8,0.8111,0.4,0.3667,0.144443458
10,0.8111,0.4,0.3667,0.144443458
0.1,0.8111,0.4,0.4556,0.116366542
0.4,0.8111,0.4,0.4556,0.116366542
0.7,0.8111,0.4,0.4556,0.116366542
1,0.8111,0.4,0.4556,0.116366542
1.5,0.8111,0.4,0.4556,0.116366542
2,0.8111,0.4,0.4556,0.116366542
4,0.8111,0.4,0.4556,0.116366542
6,0.8111,0.4,0.4556,0.116366542
8,0.8111,0.4,0.4556,0.116366542
10,0.8111,0.4,0.4556,0.116366542
0.1,0.8111,0.4,0.5444,0.097433661
0.4,0.8111,0.4,0.5444,0.097433661
0.7,0.8111,0.4,0.5444,0.097433661
1,0.8111,0.4,0.5444,0.097433661
1.5,0.8111,0.4,0.5444,0.097433661
2,0.8111,0.4,0.5444,0.097433661
4,0.8111,0.4,0.5444,0.097433661
6,0.8111,0.4,0.5444,0.097433661
8,0.8111,0.4,0.5444,0.097433661
10,0.8111,0.4,0.5444,0.097433661
0.1,0.8111,0.4,0.6333,0.083781965
0.4,0.8111,0.4,0.6333,0.083781965
0.7,0.8111,0.4,0.6333,0.083781965
1,0.8111,0.4,0.6333,0.083781965
1.5,0.8111,0.4,0.6333,0.083781965
2,0.8111,0.4,0.6333,0.083781965
4,0.8111,0.4,0.6333,0.083781965
6,0.8111,0.4,0.6333,0.083781965
8,0.8111,0.4,0.6333,0.083781965
10,0.8111,0.4,0.6333,0.083781965
0.1,0.8111,0.4,0.7222,0.073493364
0.4,0.8111,0.4,0.7222,0.073493364
0.7,0.8111,0.4,0.7222,0.073493364
1,0.8111,0.4,0.7222,0.073493364
1.5,0.8111,0.4,0.7222,0.073493364
2,0.8111,0.4,0.7222,0.073493364
4,0.8111,0.4,0.7222,0.073493364
6,0.8111,0.4,0.7222,0.073493364
8,0.8111,0.4,0.7222,0.073493364
10,0.8111,0.4,0.7222,0.073493364
0.1,0.8111,0.4,0.8111,0.0654544
0.4,0.8111,0.4,0.8111,0.0654544
0.7,0.8111,0.4,0.8111,0.0654544
1,0.8111,0.4,0.8111,0.0654544
1.5,0.8111,0.4,0.8111,0.0654544
2,0.8111,0.4,0.8111,0.0654544
4,0.8111,0.4,0.8111,0.0654544
6,0.8111,0.4,0.8111,0.0654544
8,0.8111,0.4,0.8111,0.0654544
10,0.8111,0.4,0.8111,0.0654544
0.1,0.8111,0.4,0.9,0.058997004
0.4,0.8111,0.4,0.9,0.058997004
0.7,0.8111,0.4,0.9,0.058997004
1,0.8111,0.4,0.9,0.058997004
1.5,0.8111,0.4,0.9,0.058997004
2,0.8111,0.4,0.9,0.058997004
4,0.8111,0.4,0.9,0.058997004
6,0.8111,0.4,0.9,0.058997004
8,0.8111,0.4,0.9,0.058997004
10,0.8111,0.4,0.9,0.058997004
0.1,0.8111,0.55,0.1,0.525199624
0.4,0.8111,0.55,0.1,0.525199624
0.7,0.8111,0.55,0.1,0.525199624
1,0.8111,0.55,0.1,0.525199624
1.5,0.8111,0.55,0.1,0.525199624
2,0.8111,0.55,0.1,0.525199624
4,0.8111,0.55,0.1,0.525199624
6,0.8111,0.55,0.1,0.525199624
8,0.8111,0.55,0.1,0.525199624
10,0.8111,0.55,0.1,0.525199624
0.1,0.8111,0.55,0.1889,0.282949537
0.4,0.8111,0.55,0.1889,0.282949537
0.7,0.8111,0.55,0.1889,0.282949537
1,0.8111,0.55,0.1889,0.282949537
1.5,0.8111,0.55,0.1889,0.282949537
2,0.8111,0.55,0.1889,0.282949537
4,0.8111,0.55,0.1889,0.282949537
6,0.8111,0.55,0.1889,0.282949537
8,0.8111,0.55,0.1889,0.282949537
10,0.8111,0.55,0.1889,0.282949537
0.1,0.8111,0.55,0.2778,0.193101159
0.4,0.8111,0.55,0.2778,0.193101159
0.7,0.8111,0.55,0.2778,0.193101159
1,0.8111,0.55,0.2778,0.193101159
1.5,0.8111,0.55,0.2778,0.193101159
2,0.8111,0.55,0.2778,0.193101159
4,0.8111,0.55,0.2778,0.193101159
6,0.8111,0.55,0.2778,0.193101159
8,0.8111,0.55,0.2778,0.193101159
10,0.8111,0.55,0.2778,0.193101159
0.1,0.8111,0.55,0.3667,0.146511528
0.4,0.8111,0.55,0.3667,0.146511528
0.7,0.8111,0.55,0.3667,0.146511528
1,0.8111,0.55,0.3667,0.146511528
1.5,0.8111,0.55,0.3667,0.146511528
2,0.8111,0.55,0.3667,0.146511528
4,0.8111,0.55,0.3667,0.146511528
6,0.8111,0.55,0.3667,0.146511528
8,0.8111,0.55,0.3667,0.146511528
10,0.8111,0.55,0.3667,0.146511528
0.1,0.8111,0.55,0.4556,0.118025069
0.4,0.8111,0.55,0.4556,0.118025069
0.7,0.8111,0.55,0.4556,0.118025069
1,0.8111,0.55,0.4556,0.118025069
1.5,0.8111,0.55,0.4556,0.118025069
2,0.8111,0.55,0.4556,0.118025069
4,0.8111,0.55,0.4556,0.118025069
6,0.8111,0.55,0.4556,0.118025069
8,0.8111,0.55,0.4556,0.118025069
10,0.8111,0.55,0.4556,0.118025069
0.1,0.8111,0.55,0.5444,0.098833066
0.4,0.8111,0.55,0.5444,0.098833066
0.7,0.8111,0.55,0.5444,0.098833066
1,0.8111,0.55,0.5444,0.098833066
1.5,0.8111,0.55,0.5444,0.098833066
2,0.8111,0.55,0.5444,0.098833066
4,0.8111,0.55,0.5444,0.098833066
6,0.8111,0.55,0.5444,0.098833066
8,0.8111,0.55,0.5444,0.098833066
10,0.8111,0.55,0.5444,0.098833066
0.1,0.8111,0.55,0.6333,0.084987046
0.4,0.8111,0.55,0.6333,0.084987046
0.7,0.8111,0.55,0.6333,0.084987046
1,0.8111,0.55,0.6333,0.084987046
1.5,0.8111,0.55,0.6333,0.084987046
2,0.8111,0.55,0.6333,0.084987046
4,0.8111,0.55,0.6333,0.084987046
6,0.8111,0.55,0.6333,0.084987046
8,0.8111,0.55,0.6333,0.084987046
10,0.8111,0.55,0.6333,0.084987046
0.1,0.8111,0.55,0.7222,0.074551188
0.4,0.8111,0.55,0.7222,0.074551188
0.7,0.8111,0.55,0.7222,0.074551188
1,0.8111,0.55,0.7222,0.074551188
1.5,0.8111,0.55,0.7222,0.074551188
2,0.8111,0.55,0.7222,0.074551188
4,0.8111,0.55,0.7222,0.074551188
6,0.8111,0.55,0.7222,0.074551188
8,0.8111,0.55,0.7222,0.074551188
10,0.8111,0.55,0.7222,0.074551188
0.1,0.8111,0.55,0.8111,0.06639471
0.4,0.8111,0.55,0.8111,0.06639471
0.7,0.8111,0.55,0.8111,0.06639471
1,0.8111,0.55,0.8111,0.06639471
1.5,0.8111,0.55,0.8111,0.06639471
2,0.8111,0.55,0.8111,0.06639471
4,0.8111,0.55,0.8111,0.06639471
6,0.8111,0.55,0.8111,0.06639471
8,0.8111,0.55,0.8111,0.06639471
10,0.8111,0.55,0.8111,0.06639471
0.1,0.8111,0.55,0.9,0.059843954
0.4,0.8111,0.55,0.9,0.059843954
0.7,0.8111,0.55,0.9,0.059843954
1,0.8111,0.55,0.9,0.059843954
1.5,0.8111,0.55,0.9,0.059843954
2,0.8111,0.55,0.9,0.059843954
4,0.8111,0.55,0.9,0.059843954
6,0.8111,0.55,0.9,0.059843954
8,0.8111,0.55,0.9,0.059843954
10,0.8111,0.55,0.9,0.059843954
0.1,0.8111,0.7,0.1,0.529901503
0.4,0.8111,0.7,0.1,0.529901503
0.7,0.8111,0.7,0.1,0.529901503
1,0.8111,0.7,0.1,0.529901503
1.5,0.8111,0.7,0.1,0.529901503
2,0.8111,0.7,0.1,0.529901503
4,0.8111,0.7,0.1,0.529901503
6,0.8111,0.7,0.1,0.529901503
8,0.8111,0.7,0.1,0.529901503
10,0.8111,0.7,0.1,0.529901503
0.1,0.8111,0.7,0.1889,0.285709072
0.4,0.8111,0.7,0.1889,0.285709072
0.7,0.8111,0.7,0.1889,0.285709072
1,0.8111,0.7,0.1889,0.285709072
1.5,0.8111,0.7,0.1889,0.285709072
2,0.8111,0.7,0.1889,0.285709072
4,0.8111,0.7,0.1889,0.285709072
6,0.8111,0.7,0.1889,0.285709072
8,0.8111,0.7,0.1889,0.285709072
10,0.8111,0.7,0.1889,0.285709072
0.1,0.8111,0.7,0.2778,0.195011102
0.4,0.8111,0.7,0.2778,0.195011102
0.7,0.8111,0.7,0.2778,0.195011102
1,0.8111,0.7,0.2778,0.195011102
1.5,0.8111,0.7,0.2778,0.195011102
2,0.8111,0.7,0.2778,0.195011102
4,0.8111,0.7,0.2778,0.195011102
6,0.8111,0.7,0.2778,0.195011102
8,0.8111,0.7,0.2778,0.195011102
10,0.8111,0.7,0.2778,0.195011102
0.1,0.8111,0.7,0.3667,0.147974792
0.4,0.8111,0.7,0.3667,0.147974792
0.7,0.8111,0.7,0.3667,0.147974792
1,0.8111,0.7,0.3667,0.147974792
1.5,0.8111,0.7,0.3667,0.147974792
2,0.8111,0.7,0.3667,0.147974792
4,0.8111,0.7,0.3667,0.147974792
6,0.8111,0.7,0.3667,0.147974792
8,0.8111,0.7,0.3667,0.147974792
10,0.8111,0.7,0.3667,0.147974792
0.1,0.8111,0.7,0.4556,0.119206872
0.4,0.8111,0.7,0.4556,0.119206872
0.7,0.8111,0.7,0.4556,0.119206872
1,0.8111,0.7,0.4556,0.119206872
1.5,0.8111,0.7,0.4556,0.119206872
2,0.8111,0.7,0.4556,0.119206872
4,0.8111,0.7,0.4556,0.119206872
6,0.8111,0.7,0.4556,0.119206872
8,0.8111,0.7,0.4556,0.119206872
10,0.8111,0.7,0.4556,0.119206872
0.1,0.8111,0.7,0.5444,0.099820788
0.4,0.8111,0.7,0.5444,0.099820788
0.7,0.8111,0.7,0.5444,0.099820788
1,0.8111,0.7,0.5444,0.099820788
1.5,0.8111,0.7,0.5444,0.099820788
2,0.8111,0.7,0.5444,0.099820788
4,0.8111,0.7,0.5444,0.099820788
6,0.8111,0.7,0.5444,0.099820788
8,0.8111,0.7,0.5444,0.099820788
10,0.8111,0.7,0.5444,0.099820788
0.1,0.8111,0.7,0.6333,0.085843546
0.4,0.8111,0.7,0.6333,0.085843546
0.7,0.8111,0.7,0.6333,0.085843546
1,0.8111,0.7,0.6333,0.085843546
1.5,0.8111,0.7,0.6333,0.085843546
2,0.8111,0.7,0.6333,0.085843546
4,0.8111,0.7,0.6333,0.085843546
6,0.8111,0.7,0.6333,0.085843546
8,0.8111,0.7,0.6333,0.085843546
10,0.8111,0.7,0.6333,0.085843546
0.1,0.8111,0.7,0.7222,0.07530229
0.4,0.8111,0.7,0.7222,0.07530229
0.7,0.8111,0.7,0.7222,0.07530229
1,0.8111,0.7,0.7222,0.07530229
1.5,0.8111,0.7,0.7222,0.07530229
2,0.8111,0.7,0.7222,0.07530229
4,0.8111,0.7,0.7222,0.07530229
6,0.8111,0.7,0.7222,0.07530229
8,0.8111,0.7,0.7222,0.07530229
10,0.8111,0.7,0.7222,0.07530229
0.1,0.8111,0.7,0.8111,0.067062735
0.4,0.8111,0.7,0.8111,0.067062735
0.7,0.8111,0.7,0.8111,0.067062735
1,0.8111,0.7,0.8111,0.067062735
1.5,0.8111,0.7,0.8111,0.067062735
2,0.8111,0.7,0.8111,0.067062735
4,0.8111,0.7,0.8111,0.067062735
6,0.8111,0.7,0.8111,0.067062735
8,0.8111,0.7,0.8111,0.067062735
10,0.8111,0.7,0.8111,0.067062735
0.1,0.8111,0.7,0.9,0.060448104
0.4,0.8111,0.7,0.9,0.060448104
0.7,0.8111,0.7,0.9,0.060448104
1,0.8111,0.7,0.9,0.060448104
1.5,0.8111,0.7,0.9,0.060448104
2,0.8111,0.7,0.9,0.060448104
4,0.8111,0.7,0.9,0.060448104
6,0.8111,0.7,0.9,0.060448104
8,0.8111,0.7,0.9,0.060448104
10,0.8111,0.7,0.9,0.060448104
0.1,0.8111,1,0.1,0.536377706
0.4,0.8111,1,0.1,0.536377706
0.7,0.8111,1,0.1,0.536377706
1,0.8111,1,0.1,0.536377706
1.5,0.8111,1,0.1,0.536377706
2,0.8111,1,0.1,0.536377706
4,0.8111,1,0.1,0.536377706
6,0.8111,1,0.1,0.536377706
8,0.8111,1,0.1,0.536377706
10,0.8111,1,0.1,0.536377706
0.1,0.8111,1,0.1889,0.289662497
0.4,0.8111,1,0.1889,0.289662497
0.7,0.8111,1,0.1889,0.289662497
1,0.8111,1,0.1889,0.289662497
1.5,0.8111,1,0.1889,0.289662497
2,0.8111,1,0.1889,0.289662497
4,0.8111,1,0.1889,0.289662497
6,0.8111,1,0.1889,0.289662497
8,0.8111,1,0.1889,0.289662497
10,0.8111,1,0.1889,0.289662497
0.1,0.8111,1,0.2778,0.197773815
0.4,0.8111,1,0.2778,0.197773815
0.7,0.8111,1,0.2778,0.197773815
1,0.8111,1,0.2778,0.197773815
1.5,0.8111,1,0.2778,0.197773815
2,0.8111,1,0.2778,0.197773815
4,0.8111,1,0.2778,0.197773815
6,0.8111,1,0.2778,0.197773815
8,0.8111,1,0.2778,0.197773815
10,0.8111,1,0.2778,0.197773815
0.1,0.8111,1,0.3667,0.150091953
0.4,0.8111,1,0.3667,0.150091953
0.7,0.8111,1,0.3667,0.150091953
1,0.8111,1,0.3667,0.150091953
1.5,0.8111,1,0.3667,0.150091953
2,0.8111,1,0.3667,0.150091953
4,0.8111,1,0.3667,0.150091953
6,0.8111,1,0.3667,0.150091953
8,0.8111,1,0.3667,0.150091953
10,0.8111,1,0.3667,0.150091953
0.1,0.8111,1,0.4556,0.120921666
0.4,0.8111,1,0.4556,0.120921666
0.7,0.8111,1,0.4556,0.120921666
1,0.8111,1,0.4556,0.120921666
1.5,0.8111,1,0.4556,0.120921666
2,0.8111,1,0.4556,0.120921666
4,0.8111,1,0.4556,0.120921666
6,0.8111,1,0.4556,0.120921666
8,0.8111,1,0.4556,0.120921666
10,0.8111,1,0.4556,0.120921666
0.1,0.8111,1,0.5444,0.101259622
0.4,0.8111,1,0.5444,0.101259622
0.7,0.8111,1,0.5444,0.101259622
1,0.8111,1,0.5444,0.101259622
1.5,0.8111,1,0.5444,0.101259622
2,0.8111,1,0.5444,0.101259622
4,0.8111,1,0.5444,0.101259622
6,0.8111,1,0.5444,0.101259622
8,0.8111,1,0.5444,0.101259622
10,0.8111,1,0.5444,0.101259622
0.1,0.8111,1,0.6333,0.08708417
0.4,0.8111,1,0.6333,0.08708417
0.7,0.8111,1,0.6333,0.08708417
1,0.8111,1,0.6333,0.08708417
1.5,0.8111,1,0.6333,0.08708417
2,0.8111,1,0.6333,0.08708417
4,0.8111,1,0.6333,0.08708417
6,0.8111,1,0.6333,0.08708417
8,0.8111,1,0.6333,0.08708417
10,0.8111,1,0.6333,0.08708417
0.1,0.8111,1,0.7222,0.07638584
0.4,0.8111,1,0.7222,0.07638584
0.7,0.8111,1,0.7222,0.07638584
1,0.8111,1,0.7222,0.07638584
1.5,0.8111,1,0.7222,0.07638584
2,0.8111,1,0.7222,0.07638584
4,0.8111,1,0.7222,0.07638584
6,0.8111,1,0.7222,0.07638584
8,0.8111,1,0.7222,0.07638584
10,0.8111,1,0.7222,0.07638584
0.1,0.8111,1,0.8111,0.068034223
0.4,0.8111,1,0.8111,0.068034223
0.7,0.8111,1,0.8111,0.068034223
1,0.8111,1,0.8111,0.068034223
1.5,0.8111,1,0.8111,0.068034223
2,0.8111,1,0.8111,0.068034223
4,0.8111,1,0.8111,0.068034223
6,0.8111,1,0.8111,0.068034223
8,0.8111,1,0.8111,0.068034223
10,0.8111,1,0.8111,0.068034223
0.1,0.8111,1,0.9,0.061323762
0.4,0.8111,1,0.9,0.061323762
0.7,0.8111,1,0.9,0.061323762
1,0.8111,1,0.9,0.061323762
1.5,0.8111,1,0.9,0.061323762
2,0.8111,1,0.9,0.061323762
4,0.8111,1,0.9,0.061323762
6,0.8111,1,0.9,0.061323762
8,0.8111,1,0.9,0.061323762
10,0.8111,1,0.9,0.061323762
0.1,0.8111,3,0.1,0.556334115
0.4,0.8111,3,0.1,0.556334115
0.7,0.8111,3,0.1,0.556334115
1,0.8111,3,0.1,0.556334115
1.5,0.8111,3,0.1,0.556334115
2,0.8111,3,0.1,0.556334115
4,0.8111,3,0.1,0.556334115
6,0.8111,3,0.1,0.556334115
8,0.8111,3,0.1,0.556334115
10,0.8111,3,0.1,0.556334115
0.1,0.8111,3,0.1889,0.302781558
0.4,0.8111,3,0.1889,0.302781558
0.7,0.8111,3,0.1889,0.302781558
1,0.8111,3,0.1889,0.302781558
1.5,0.8111,3,0.1889,0.302781558
2,0.8111,3,0.1889,0.302781558
4,0.8111,3,0.1889,0.302781558
6,0.8111,3,0.1889,0.302781558
8,0.8111,3,0.1889,0.302781558
10,0.8111,3,0.1889,0.302781558
0.1,0.8111,3,0.2778,0.207041714
0.4,0.8111,3,0.2778,0.207041714
0.7,0.8111,3,0.2778,0.207041714
1,0.8111,3,0.2778,0.207041714
1.5,0.8111,3,0.2778,0.207041714
2,0.8111,3,0.2778,0.207041714
4,0.8111,3,0.2778,0.207041714
6,0.8111,3,0.2778,0.207041714
8,0.8111,3,0.2778,0.207041714
10,0.8111,3,0.2778,0.207041714
0.1,0.8111,3,0.3667,0.157222881
0.4,0.8111,3,0.3667,0.157222881
0.7,0.8111,3,0.3667,0.157222881
1,0.8111,3,0.3667,0.157222881
1.5,0.8111,3,0.3667,0.157222881
2,0.8111,3,0.3667,0.157222881
4,0.8111,3,0.3667,0.157222881
6,0.8111,3,0.3667,0.157222881
8,0.8111,3,0.3667,0.157222881
10,0.8111,3,0.3667,0.157222881
0.1,0.8111,3,0.4556,0.126710833
0.4,0.8111,3,0.4556,0.126710833
0.7,0.8111,3,0.4556,0.126710833
1,0.8111,3,0.4556,0.126710833
1.5,0.8111,3,0.4556,0.126710833
2,0.8111,3,0.4556,0.126710833
4,0.8111,3,0.4556,0.126710833
6,0.8111,3,0.4556,0.126710833
8,0.8111,3,0.4556,0.126710833
10,0.8111,3,0.4556,0.126710833
0.1,0.8111,3,0.5444,0.106133608
0.4,0.8111,3,0.5444,0.106133608
0.7,0.8111,3,0.5444,0.106133608
1,0.8111,3,0.5444,0.106133608
1.5,0.8111,3,0.5444,0.106133608
2,0.8111,3,0.5444,0.106133608
4,0.8111,3,0.5444,0.106133608
6,0.8111,3,0.5444,0.106133608
8,0.8111,3,0.5444,0.106133608
10,0.8111,3,0.5444,0.106133608
0.1,0.8111,3,0.6333,0.091287662
0.4,0.8111,3,0.6333,0.091287662
0.7,0.8111,3,0.6333,0.091287662
1,0.8111,3,0.6333,0.091287662
1.5,0.8111,3,0.6333,0.091287662
2,0.8111,3,0.6333,0.091287662
4,0.8111,3,0.6333,0.091287662
6,0.8111,3,0.6333,0.091287662
8,0.8111,3,0.6333,0.091287662
10,0.8111,3,0.6333,0.091287662
0.1,0.8111,3,0.7222,0.08008576
0.4,0.8111,3,0.7222,0.08008576
0.7,0.8111,3,0.7222,0.08008576
1,0.8111,3,0.7222,0.08008576
1.5,0.8111,3,0.7222,0.08008576
2,0.8111,3,0.7222,0.08008576
4,0.8111,3,0.7222,0.08008576
6,0.8111,3,0.7222,0.08008576
8,0.8111,3,0.7222,0.08008576
10,0.8111,3,0.7222,0.08008576
0.1,0.8111,3,0.8111,0.071330449
0.4,0.8111,3,0.8111,0.071330449
0.7,0.8111,3,0.8111,0.071330449
1,0.8111,3,0.8111,0.071330449
1.5,0.8111,3,0.8111,0.071330449
2,0.8111,3,0.8111,0.071330449
4,0.8111,3,0.8111,0.071330449
6,0.8111,3,0.8111,0.071330449
8,0.8111,3,0.8111,0.071330449
10,0.8111,3,0.8111,0.071330449
0.1,0.8111,3,0.9,0.064300345
0.4,0.8111,3,0.9,0.064300345
0.7,0.8111,3,0.9,0.064300345
1,0.8111,3,0.9,0.064300345
1.5,0.8111,3,0.9,0.064300345
2,0.8111,3,0.9,0.064300345
4,0.8111,3,0.9,0.064300345
6,0.8111,3,0.9,0.064300345
8,0.8111,3,0.9,0.064300345
10,0.8111,3,0.9,0.064300345
0.1,0.8111,5,0.1,0.566835481
0.4,0.8111,5,0.1,0.566835481
0.7,0.8111,5,0.1,0.566835481
1,0.8111,5,0.1,0.566835481
1.5,0.8111,5,0.1,0.566835481
2,0.8111,5,0.1,0.566835481
4,0.8111,5,0.1,0.566835481
6,0.8111,5,0.1,0.566835481
8,0.8111,5,0.1,0.566835481
10,0.8111,5,0.1,0.566835481
0.1,0.8111,5,0.1889,0.310118912
0.4,0.8111,5,0.1889,0.310118912
0.7,0.8111,5,0.1889,0.310118912
1,0.8111,5,0.1889,0.310118912
1.5,0.8111,5,0.1889,0.310118912
2,0.8111,5,0.1889,0.310118912
4,0.8111,5,0.1889,0.310118912
6,0.8111,5,0.1889,0.310118912
8,0.8111,5,0.1889,0.310118912
10,0.8111,5,0.1889,0.310118912
0.1,0.8111,5,0.2778,0.212273014
0.4,0.8111,5,0.2778,0.212273014
0.7,0.8111,5,0.2778,0.212273014
1,0.8111,5,0.2778,0.212273014
1.5,0.8111,5,0.2778,0.212273014
2,0.8111,5,0.2778,0.212273014
4,0.8111,5,0.2778,0.212273014
6,0.8111,5,0.2778,0.212273014
8,0.8111,5,0.2778,0.212273014
10,0.8111,5,0.2778,0.212273014
0.1,0.8111,5,0.3667,0.161265033
0.4,0.8111,5,0.3667,0.161265033
0.7,0.8111,5,0.3667,0.161265033
1,0.8111,5,0.3667,0.161265033
1.5,0.8111,5,0.3667,0.161265033
2,0.8111,5,0.3667,0.161265033
4,0.8111,5,0.3667,0.161265033
6,0.8111,5,0.3667,0.161265033
8,0.8111,5,0.3667,0.161265033
10,0.8111,5,0.3667,0.161265033
0.1,0.8111,5,0.4556,0.12999835
0.4,0.8111,5,0.4556,0.12999835
0.7,0.8111,5,0.4556,0.12999835
1,0.8111,5,0.4556,0.12999835
1.5,0.8111,5,0.4556,0.12999835
2,0.8111,5,0.4556,0.12999835
4,0.8111,5,0.4556,0.12999835
6,0.8111,5,0.4556,0.12999835
8,0.8111,5,0.4556,0.12999835
10,0.8111,5,0.4556,0.12999835
0.1,0.8111,5,0.5444,0.108902354
0.4,0.8111,5,0.5444,0.108902354
0.7,0.8111,5,0.5444,0.108902354
1,0.8111,5,0.5444,0.108902354
1.5,0.8111,5,0.5444,0.108902354
2,0.8111,5,0.5444,0.108902354
4,0.8111,5,0.5444,0.108902354
6,0.8111,5,0.5444,0.108902354
8,0.8111,5,0.5444,0.108902354
10,0.8111,5,0.5444,0.108902354
0.1,0.8111,5,0.6333,0.093678091
0.4,0.8111,5,0.6333,0.093678091
0.7,0.8111,5,0.6333,0.093678091
1,0.8111,5,0.6333,0.093678091
1.5,0.8111,5,0.6333,0.093678091
2,0.8111,5,0.6333,0.093678091
4,0.8111,5,0.6333,0.093678091
6,0.8111,5,0.6333,0.093678091
8,0.8111,5,0.6333,0.093678091
10,0.8111,5,0.6333,0.093678091
0.1,0.8111,5,0.7222,0.082185275
0.4,0.8111,5,0.7222,0.082185275
0.7,0.8111,5,0.7222,0.082185275
1,0.8111,5,0.7222,0.082185275
1.5,0.8111,5,0.7222,0.082185275
2,0.8111,5,0.7222,0.082185275
4,0.8111,5,0.7222,0.082185275
6,0.8111,5,0.7222,0.082185275
8,0.8111,5,0.7222,0.082185275
10,0.8111,5,0.7222,0.082185275
0.1,0.8111,5,0.8111,0.073205628
0.4,0.8111,5,0.8111,0.073205628
0.7,0.8111,5,0.8111,0.073205628
1,0.8111,5,0.8111,0.073205628
1.5,0.8111,5,0.8111,0.073205628
2,0.8111,5,0.8111,0.073205628
4,0.8111,5,0.8111,0.073205628
6,0.8111,5,0.8111,0.073205628
8,0.8111,5,0.8111,0.073205628
10,0.8111,5,0.8111,0.073205628
0.1,0.8111,5,0.9,0.065995553
0.4,0.8111,5,0.9,0.065995553
0.7,0.8111,5,0.9,0.065995553
1,0.8111,5,0.9,0.065995553
1.5,0.8111,5,0.9,0.065995553
2,0.8111,5,0.9,0.065995553
4,0.8111,5,0.9,0.065995553
6,0.8111,5,0.9,0.065995553
8,0.8111,5,0.9,0.065995553
10,0.8111,5,0.9,0.065995553
0.1,0.8111,7,0.1,0.574432414
0.4,0.8111,7,0.1,0.574432414
0.7,0.8111,7,0.1,0.574432414
