ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,QA_content_initial,idx
0.72222222,3.15,0.54444444,4.5,4.5,7454
0.72222222,3.15,0.54444444,5.6,4.5,7455
0.72222222,3.15,0.54444444,6.7,4.5,7456
0.72222222,3.15,0.54444444,7.8,4.5,7457
0.72222222,3.15,0.54444444,8.9,4.5,7458
0.72222222,3.15,0.54444444,10.0,4.5,7459
0.72222222,3.15,0.63333333,0.1,4.5,7460
0.72222222,3.15,0.63333333,1.2,4.5,7461
0.72222222,3.15,0.63333333,2.3,4.5,7462
0.72222222,3.15,0.63333333,3.4,4.5,7463
0.72222222,3.15,0.63333333,4.5,4.5,7464
0.72222222,3.15,0.63333333,5.6,4.5,7465
0.72222222,3.15,0.63333333,6.7,4.5,7466
0.72222222,3.15,0.63333333,7.8,4.5,7467
0.72222222,3.15,0.63333333,8.9,4.5,7468
0.72222222,3.15,0.63333333,10.0,4.5,7469
0.72222222,3.15,0.72222222,0.1,4.5,7470
0.72222222,3.15,0.72222222,1.2,4.5,7471
0.72222222,3.15,0.72222222,2.3,4.5,7472
0.72222222,3.15,0.72222222,3.4,4.5,7473
0.72222222,3.15,0.72222222,4.5,4.5,7474
0.72222222,3.15,0.72222222,5.6,4.5,7475
0.72222222,3.15,0.72222222,6.7,4.5,7476
0.72222222,3.15,0.72222222,7.8,4.5,7477
0.72222222,3.15,0.72222222,8.9,4.5,7478
0.72222222,3.15,0.72222222,10.0,4.5,7479
0.72222222,3.15,0.81111111,0.1,4.5,7480
0.72222222,3.15,0.81111111,1.2,4.5,7481
0.72222222,3.15,0.81111111,2.3,4.5,7482
0.72222222,3.15,0.81111111,3.4,4.5,7483
0.72222222,3.15,0.81111111,4.5,4.5,7484
0.72222222,3.15,0.81111111,5.6,4.5,7485
0.72222222,3.15,0.81111111,6.7,4.5,7486
0.72222222,3.15,0.81111111,7.8,4.5,7487
0.72222222,3.15,0.81111111,8.9,4.5,7488
0.72222222,3.15,0.81111111,10.0,4.5,7489
0.72222222,3.15,0.9,0.1,4.5,7490
0.72222222,3.15,0.9,1.2,4.5,7491
0.72222222,3.15,0.9,2.3,4.5,7492
0.72222222,3.15,0.9,3.4,4.5,7493
0.72222222,3.15,0.9,4.5,4.5,7494
0.72222222,3.15,0.9,5.6,4.5,7495
0.72222222,3.15,0.9,6.7,4.5,7496
0.72222222,3.15,0.9,7.8,4.5,7497
0.72222222,3.15,0.9,8.9,4.5,7498
0.72222222,3.15,0.9,10.0,4.5,7499
0.72222222,3.92,0.1,0.1,5.6,7500
0.72222222,3.92,0.1,1.2,5.6,7501
0.72222222,3.92,0.1,2.3,5.6,7502
0.72222222,3.92,0.1,3.4,5.6,7503
0.72222222,3.92,0.1,4.5,5.6,7504
0.72222222,3.92,0.1,5.6,5.6,7505
0.72222222,3.92,0.1,6.7,5.6,7506
0.72222222,3.92,0.1,7.8,5.6,7507
0.72222222,3.92,0.1,8.9,5.6,7508
0.72222222,3.92,0.1,10.0,5.6,7509
0.72222222,3.92,0.18888889,0.1,5.6,7510
0.72222222,3.92,0.18888889,1.2,5.6,7511
0.72222222,3.92,0.18888889,2.3,5.6,7512
0.72222222,3.92,0.18888889,3.4,5.6,7513
0.72222222,3.92,0.18888889,4.5,5.6,7514
0.72222222,3.92,0.18888889,5.6,5.6,7515
0.72222222,3.92,0.18888889,6.7,5.6,7516
0.72222222,3.92,0.18888889,7.8,5.6,7517
0.72222222,3.92,0.18888889,8.9,5.6,7518
0.72222222,3.92,0.18888889,10.0,5.6,7519
0.72222222,3.92,0.27777778,0.1,5.6,7520
0.72222222,3.92,0.27777778,1.2,5.6,7521
0.72222222,3.92,0.27777778,2.3,5.6,7522
0.72222222,3.92,0.27777778,3.4,5.6,7523
0.72222222,3.92,0.27777778,4.5,5.6,7524
0.72222222,3.92,0.27777778,5.6,5.6,7525
0.72222222,3.92,0.27777778,6.7,5.6,7526
0.72222222,3.92,0.27777778,7.8,5.6,7527
0.72222222,3.92,0.27777778,8.9,5.6,7528
0.72222222,3.92,0.27777778,10.0,5.6,7529
0.72222222,3.92,0.36666667,0.1,5.6,7530
0.72222222,3.92,0.36666667,1.2,5.6,7531
0.72222222,3.92,0.36666667,2.3,5.6,7532
0.72222222,3.92,0.36666667,3.4,5.6,7533
0.72222222,3.92,0.36666667,4.5,5.6,7534
0.72222222,3.92,0.36666667,5.6,5.6,7535
0.72222222,3.92,0.36666667,6.7,5.6,7536
0.72222222,3.92,0.36666667,7.8,5.6,7537
0.72222222,3.92,0.36666667,8.9,5.6,7538
0.72222222,3.92,0.36666667,10.0,5.6,7539
0.72222222,3.92,0.45555556,0.1,5.6,7540
0.72222222,3.92,0.45555556,1.2,5.6,7541
0.72222222,3.92,0.45555556,2.3,5.6,7542
0.72222222,3.92,0.45555556,3.4,5.6,7543
0.72222222,3.92,0.45555556,4.5,5.6,7544
0.72222222,3.92,0.45555556,5.6,5.6,7545
0.72222222,3.92,0.45555556,6.7,5.6,7546
0.72222222,3.92,0.45555556,7.8,5.6,7547
0.72222222,3.92,0.45555556,8.9,5.6,7548
0.72222222,3.92,0.45555556,10.0,5.6,7549
0.72222222,3.92,0.54444444,0.1,5.6,7550
0.72222222,3.92,0.54444444,1.2,5.6,7551
0.72222222,3.92,0.54444444,2.3,5.6,7552
0.72222222,3.92,0.54444444,3.4,5.6,7553
0.72222222,3.92,0.54444444,4.5,5.6,7554
0.72222222,3.92,0.54444444,6.7,5.6,7556
0.72222222,3.92,0.54444444,7.8,5.6,7557
0.72222222,3.92,0.54444444,8.9,5.6,7558
0.72222222,3.92,0.54444444,10.0,5.6,7559
0.72222222,3.92,0.63333333,0.1,5.6,7560
0.72222222,3.92,0.63333333,1.2,5.6,7561
0.72222222,3.92,0.63333333,2.3,5.6,7562
0.72222222,3.92,0.63333333,3.4,5.6,7563
0.72222222,3.92,0.63333333,4.5,5.6,7564
0.72222222,3.92,0.63333333,5.6,5.6,7565
0.72222222,3.92,0.63333333,6.7,5.6,7566
0.72222222,3.92,0.63333333,7.8,5.6,7567
0.72222222,3.92,0.63333333,8.9,5.6,7568
0.72222222,3.92,0.63333333,10.0,5.6,7569
0.72222222,3.92,0.72222222,0.1,5.6,7570
0.72222222,3.92,0.72222222,1.2,5.6,7571
0.72222222,3.92,0.72222222,2.3,5.6,7572
0.72222222,3.92,0.72222222,3.4,5.6,7573
0.72222222,3.92,0.72222222,4.5,5.6,7574
0.72222222,3.92,0.72222222,5.6,5.6,7575
0.72222222,3.92,0.72222222,6.7,5.6,7576
0.72222222,3.92,0.72222222,7.8,5.6,7577
0.72222222,3.92,0.72222222,8.9,5.6,7578
0.72222222,3.92,0.72222222,10.0,5.6,7579
0.72222222,3.92,0.81111111,0.1,5.6,7580
0.72222222,3.92,0.81111111,1.2,5.6,7581
0.72222222,3.92,0.81111111,2.3,5.6,7582
0.72222222,3.92,0.81111111,3.4,5.6,7583
0.72222222,3.92,0.81111111,4.5,5.6,7584
0.72222222,3.92,0.81111111,5.6,5.6,7585
0.72222222,3.92,0.81111111,6.7,5.6,7586
0.72222222,3.92,0.81111111,7.8,5.6,7587
0.72222222,3.92,0.81111111,8.9,5.6,7588
0.72222222,3.92,0.81111111,10.0,5.6,7589
0.72222222,3.92,0.9,0.1,5.6,7590
0.72222222,3.92,0.9,1.2,5.6,7591
0.72222222,3.92,0.9,2.3,5.6,7592
0.72222222,3.92,0.9,3.4,5.6,7593
0.72222222,3.92,0.9,4.5,5.6,7594
0.72222222,3.92,0.9,5.6,5.6,7595
0.72222222,3.92,0.9,6.7,5.6,7596
0.72222222,3.92,0.9,7.8,5.6,7597
0.72222222,3.92,0.9,8.9,5.6,7598
0.72222222,3.92,0.9,10.0,5.6,7599
0.72222222,4.69,0.1,0.1,6.7,7600
0.72222222,4.69,0.1,1.2,6.7,7601
0.72222222,4.69,0.1,2.3,6.7,7602
0.72222222,4.69,0.1,3.4,6.7,7603
0.72222222,4.69,0.1,4.5,6.7,7604
0.72222222,4.69,0.1,5.6,6.7,7605
0.72222222,4.69,0.1,6.7,6.7,7606
0.72222222,4.69,0.1,7.8,6.7,7607
0.72222222,4.69,0.1,8.9,6.7,7608
0.72222222,4.69,0.1,10.0,6.7,7609
0.72222222,4.69,0.18888889,0.1,6.7,7610
0.72222222,4.69,0.18888889,1.2,6.7,7611
0.72222222,4.69,0.18888889,2.3,6.7,7612
0.72222222,4.69,0.18888889,3.4,6.7,7613
0.72222222,4.69,0.18888889,4.5,6.7,7614
0.72222222,4.69,0.18888889,5.6,6.7,7615
0.72222222,4.69,0.18888889,6.7,6.7,7616
0.72222222,4.69,0.18888889,7.8,6.7,7617
0.72222222,4.69,0.18888889,8.9,6.7,7618
0.72222222,4.69,0.18888889,10.0,6.7,7619
0.72222222,4.69,0.27777778,0.1,6.7,7620
0.72222222,4.69,0.27777778,1.2,6.7,7621
0.72222222,4.69,0.27777778,2.3,6.7,7622
0.72222222,4.69,0.27777778,3.4,6.7,7623
0.72222222,4.69,0.27777778,4.5,6.7,7624
0.72222222,4.69,0.27777778,5.6,6.7,7625
0.72222222,4.69,0.27777778,6.7,6.7,7626
0.72222222,4.69,0.27777778,7.8,6.7,7627
0.72222222,4.69,0.27777778,8.9,6.7,7628
0.72222222,4.69,0.27777778,10.0,6.7,7629
0.72222222,4.69,0.36666667,0.1,6.7,7630
0.72222222,4.69,0.36666667,1.2,6.7,7631
0.72222222,4.69,0.36666667,2.3,6.7,7632
0.72222222,4.69,0.36666667,3.4,6.7,7633
0.72222222,4.69,0.36666667,4.5,6.7,7634
0.72222222,4.69,0.36666667,5.6,6.7,7635
0.72222222,4.69,0.36666667,6.7,6.7,7636
0.72222222,4.69,0.36666667,7.8,6.7,7637
0.72222222,4.69,0.36666667,8.9,6.7,7638
0.72222222,4.69,0.45555556,0.1,6.7,7640
0.72222222,4.69,0.45555556,1.2,6.7,7641
0.72222222,4.69,0.45555556,2.3,6.7,7642
0.72222222,4.69,0.45555556,3.4,6.7,7643
0.72222222,4.69,0.45555556,4.5,6.7,7644
0.72222222,4.69,0.45555556,5.6,6.7,7645
0.72222222,4.69,0.45555556,6.7,6.7,7646
0.72222222,4.69,0.45555556,7.8,6.7,7647
0.72222222,4.69,0.45555556,8.9,6.7,7648
0.72222222,4.69,0.45555556,10.0,6.7,7649
0.72222222,4.69,0.54444444,0.1,6.7,7650
0.72222222,4.69,0.54444444,1.2,6.7,7651
0.72222222,4.69,0.54444444,2.3,6.7,7652
0.72222222,4.69,0.54444444,3.4,6.7,7653
0.72222222,4.69,0.54444444,4.5,6.7,7654
0.72222222,4.69,0.54444444,5.6,6.7,7655
0.72222222,4.69,0.54444444,6.7,6.7,7656
0.72222222,4.69,0.54444444,7.8,6.7,7657
0.72222222,4.69,0.54444444,8.9,6.7,7658
0.72222222,4.69,0.54444444,10.0,6.7,7659
0.72222222,4.69,0.63333333,0.1,6.7,7660
0.72222222,4.69,0.63333333,1.2,6.7,7661
0.72222222,4.69,0.63333333,2.3,6.7,7662
0.72222222,4.69,0.63333333,3.4,6.7,7663
0.72222222,4.69,0.63333333,4.5,6.7,7664
0.72222222,4.69,0.63333333,5.6,6.7,7665
0.72222222,4.69,0.63333333,6.7,6.7,7666
0.72222222,4.69,0.63333333,7.8,6.7,7667
0.72222222,4.69,0.63333333,8.9,6.7,7668
0.72222222,4.69,0.63333333,10.0,6.7,7669
0.72222222,4.69,0.72222222,0.1,6.7,7670
0.72222222,4.69,0.72222222,1.2,6.7,7671
0.72222222,4.69,0.72222222,2.3,6.7,7672
0.72222222,4.69,0.72222222,3.4,6.7,7673
0.72222222,4.69,0.72222222,4.5,6.7,7674
0.72222222,4.69,0.72222222,5.6,6.7,7675
0.72222222,4.69,0.72222222,6.7,6.7,7676
0.72222222,4.69,0.72222222,7.8,6.7,7677
0.72222222,4.69,0.72222222,8.9,6.7,7678
0.72222222,4.69,0.72222222,10.0,6.7,7679
0.72222222,4.69,0.81111111,0.1,6.7,7680
0.72222222,4.69,0.81111111,1.2,6.7,7681
0.72222222,4.69,0.81111111,2.3,6.7,7682
0.72222222,4.69,0.81111111,3.4,6.7,7683
0.72222222,4.69,0.81111111,4.5,6.7,7684
0.72222222,4.69,0.81111111,5.6,6.7,7685
0.72222222,4.69,0.81111111,6.7,6.7,7686
0.72222222,4.69,0.81111111,7.8,6.7,7687
0.72222222,4.69,0.81111111,8.9,6.7,7688
0.72222222,4.69,0.81111111,10.0,6.7,7689
0.72222222,4.69,0.9,0.1,6.7,7690
0.72222222,4.69,0.9,1.2,6.7,7691
0.72222222,4.69,0.9,2.3,6.7,7692
0.72222222,4.69,0.9,3.4,6.7,7693
0.72222222,4.69,0.9,4.5,6.7,7694
0.72222222,4.69,0.9,5.6,6.7,7695
0.72222222,4.69,0.9,6.7,6.7,7696
0.72222222,4.69,0.9,7.8,6.7,7697
0.72222222,4.69,0.9,8.9,6.7,7698
0.72222222,4.69,0.9,10.0,6.7,7699
0.72222222,5.46,0.1,0.1,7.8,7700
0.72222222,5.46,0.1,1.2,7.8,7701
0.72222222,5.46,0.1,2.3,7.8,7702
0.72222222,5.46,0.1,3.4,7.8,7703
0.72222222,5.46,0.1,4.5,7.8,7704
0.72222222,5.46,0.1,5.6,7.8,7705
0.72222222,5.46,0.1,6.7,7.8,7706
0.72222222,5.46,0.1,7.8,7.8,7707
0.72222222,5.46,0.1,8.9,7.8,7708
0.72222222,5.46,0.1,10.0,7.8,7709
0.72222222,5.46,0.18888889,0.1,7.8,7710
0.72222222,5.46,0.18888889,1.2,7.8,7711
0.72222222,5.46,0.18888889,2.3,7.8,7712
0.72222222,5.46,0.18888889,3.4,7.8,7713
0.72222222,5.46,0.18888889,4.5,7.8,7714
0.72222222,5.46,0.18888889,5.6,7.8,7715
0.72222222,5.46,0.18888889,6.7,7.8,7716
0.72222222,5.46,0.18888889,7.8,7.8,7717
0.72222222,5.46,0.18888889,8.9,7.8,7718
0.72222222,5.46,0.18888889,10.0,7.8,7719
0.72222222,5.46,0.27777778,0.1,7.8,7720
0.72222222,5.46,0.27777778,1.2,7.8,7721
0.72222222,5.46,0.27777778,2.3,7.8,7722
0.72222222,5.46,0.27777778,3.4,7.8,7723
0.72222222,5.46,0.27777778,4.5,7.8,7724
0.72222222,5.46,0.27777778,5.6,7.8,7725
0.72222222,5.46,0.27777778,6.7,7.8,7726
0.72222222,5.46,0.27777778,7.8,7.8,7727
0.72222222,5.46,0.27777778,8.9,7.8,7728
0.72222222,5.46,0.27777778,10.0,7.8,7729
0.72222222,5.46,0.36666667,0.1,7.8,7730
0.72222222,5.46,0.36666667,1.2,7.8,7731
0.72222222,5.46,0.36666667,2.3,7.8,7732
0.72222222,5.46,0.36666667,3.4,7.8,7733
0.72222222,5.46,0.36666667,4.5,7.8,7734
0.72222222,5.46,0.36666667,5.6,7.8,7735
0.72222222,5.46,0.36666667,6.7,7.8,7736
0.72222222,5.46,0.36666667,7.8,7.8,7737
0.72222222,5.46,0.36666667,8.9,7.8,7738
0.72222222,5.46,0.36666667,10.0,7.8,7739
0.72222222,5.46,0.45555556,0.1,7.8,7740
0.72222222,5.46,0.45555556,1.2,7.8,7741
0.72222222,5.46,0.45555556,2.3,7.8,7742
0.72222222,5.46,0.45555556,3.4,7.8,7743
0.72222222,5.46,0.45555556,4.5,7.8,7744
0.72222222,5.46,0.45555556,5.6,7.8,7745
0.72222222,5.46,0.45555556,6.7,7.8,7746
0.72222222,5.46,0.45555556,7.8,7.8,7747
0.72222222,5.46,0.45555556,8.9,7.8,7748
0.72222222,5.46,0.45555556,10.0,7.8,7749
0.72222222,5.46,0.54444444,0.1,7.8,7750
0.72222222,5.46,0.54444444,1.2,7.8,7751
0.72222222,5.46,0.54444444,2.3,7.8,7752
0.72222222,5.46,0.54444444,3.4,7.8,7753
0.72222222,5.46,0.54444444,4.5,7.8,7754
0.72222222,5.46,0.54444444,5.6,7.8,7755
0.72222222,5.46,0.54444444,6.7,7.8,7756
0.72222222,5.46,0.54444444,7.8,7.8,7757
0.72222222,5.46,0.54444444,8.9,7.8,7758
0.72222222,5.46,0.54444444,10.0,7.8,7759
0.72222222,5.46,0.63333333,0.1,7.8,7760
0.72222222,5.46,0.63333333,1.2,7.8,7761
0.72222222,5.46,0.63333333,2.3,7.8,7762
0.72222222,5.46,0.63333333,3.4,7.8,7763
0.72222222,5.46,0.63333333,4.5,7.8,7764
0.72222222,5.46,0.63333333,5.6,7.8,7765
0.72222222,5.46,0.63333333,6.7,7.8,7766
0.72222222,5.46,0.63333333,7.8,7.8,7767
0.72222222,5.46,0.63333333,8.9,7.8,7768
0.72222222,5.46,0.63333333,10.0,7.8,7769
0.72222222,5.46,0.72222222,0.1,7.8,7770
0.72222222,5.46,0.72222222,1.2,7.8,7771
0.72222222,5.46,0.72222222,2.3,7.8,7772
0.72222222,5.46,0.72222222,3.4,7.8,7773
0.72222222,5.46,0.72222222,4.5,7.8,7774
0.72222222,5.46,0.72222222,5.6,7.8,7775
0.72222222,5.46,0.72222222,6.7,7.8,7776
0.72222222,5.46,0.72222222,7.8,7.8,7777
0.72222222,5.46,0.72222222,8.9,7.8,7778
0.72222222,5.46,0.72222222,10.0,7.8,7779
0.72222222,5.46,0.81111111,0.1,7.8,7780
0.72222222,5.46,0.81111111,1.2,7.8,7781
0.72222222,5.46,0.81111111,2.3,7.8,7782
0.72222222,5.46,0.81111111,3.4,7.8,7783
0.72222222,5.46,0.81111111,4.5,7.8,7784
0.72222222,5.46,0.81111111,5.6,7.8,7785
0.72222222,5.46,0.81111111,6.7,7.8,7786
0.72222222,5.46,0.81111111,7.8,7.8,7787
0.72222222,5.46,0.81111111,8.9,7.8,7788
0.72222222,5.46,0.81111111,10.0,7.8,7789
0.72222222,5.46,0.9,0.1,7.8,7790
0.72222222,5.46,0.9,1.2,7.8,7791
0.72222222,5.46,0.9,2.3,7.8,7792
0.72222222,5.46,0.9,3.4,7.8,7793
0.72222222,5.46,0.9,4.5,7.8,7794
0.72222222,5.46,0.9,5.6,7.8,7795
0.72222222,5.46,0.9,6.7,7.8,7796
0.72222222,5.46,0.9,7.8,7.8,7797
0.72222222,5.46,0.9,8.9,7.8,7798
0.72222222,5.46,0.9,10.0,7.8,7799
0.72222222,6.23,0.1,0.1,8.9,7800
0.72222222,6.23,0.1,1.2,8.9,7801
0.72222222,6.23,0.1,2.3,8.9,7802
0.72222222,6.23,0.1,3.4,8.9,7803
0.72222222,6.23,0.1,4.5,8.9,7804
0.72222222,6.23,0.1,5.6,8.9,7805
0.72222222,6.23,0.1,6.7,8.9,7806
0.72222222,6.23,0.1,7.8,8.9,7807
0.72222222,6.23,0.1,8.9,8.9,7808
0.72222222,6.23,0.1,10.0,8.9,7809
0.72222222,6.23,0.18888889,0.1,8.9,7810
0.72222222,6.23,0.18888889,1.2,8.9,7811
0.72222222,6.23,0.18888889,2.3,8.9,7812
0.72222222,6.23,0.18888889,3.4,8.9,7813
0.72222222,6.23,0.18888889,4.5,8.9,7814
0.72222222,6.23,0.18888889,5.6,8.9,7815
0.72222222,6.23,0.18888889,6.7,8.9,7816
0.72222222,6.23,0.18888889,7.8,8.9,7817
0.72222222,6.23,0.18888889,8.9,8.9,7818
0.72222222,6.23,0.18888889,10.0,8.9,7819
0.72222222,6.23,0.27777778,0.1,8.9,7820
0.72222222,6.23,0.27777778,1.2,8.9,7821
0.72222222,6.23,0.27777778,2.3,8.9,7822
0.72222222,6.23,0.27777778,3.4,8.9,7823
0.72222222,6.23,0.27777778,4.5,8.9,7824
0.72222222,6.23,0.27777778,5.6,8.9,7825
0.72222222,6.23,0.27777778,6.7,8.9,7826
0.72222222,6.23,0.27777778,7.8,8.9,7827
0.72222222,6.23,0.27777778,8.9,8.9,7828
0.72222222,6.23,0.27777778,10.0,8.9,7829
0.72222222,6.23,0.36666667,0.1,8.9,7830
0.72222222,6.23,0.36666667,1.2,8.9,7831
0.72222222,6.23,0.36666667,2.3,8.9,7832
0.72222222,6.23,0.36666667,3.4,8.9,7833
0.72222222,6.23,0.36666667,4.5,8.9,7834
0.72222222,6.23,0.36666667,5.6,8.9,7835
0.72222222,6.23,0.36666667,6.7,8.9,7836
0.72222222,6.23,0.36666667,7.8,8.9,7837
0.72222222,6.23,0.36666667,8.9,8.9,7838
0.72222222,6.23,0.36666667,10.0,8.9,7839
0.72222222,6.23,0.45555556,0.1,8.9,7840
0.72222222,6.23,0.45555556,1.2,8.9,7841
0.72222222,6.23,0.45555556,2.3,8.9,7842
0.72222222,6.23,0.45555556,3.4,8.9,7843
0.72222222,6.23,0.45555556,4.5,8.9,7844
0.72222222,6.23,0.45555556,5.6,8.9,7845
0.72222222,6.23,0.45555556,6.7,8.9,7846
0.72222222,6.23,0.45555556,7.8,8.9,7847
0.72222222,6.23,0.45555556,8.9,8.9,7848
0.72222222,6.23,0.45555556,10.0,8.9,7849
0.72222222,6.23,0.54444444,0.1,8.9,7850
0.72222222,6.23,0.54444444,1.2,8.9,7851
0.72222222,6.23,0.54444444,2.3,8.9,7852
0.72222222,6.23,0.54444444,3.4,8.9,7853
0.72222222,6.23,0.54444444,4.5,8.9,7854
0.72222222,6.23,0.54444444,5.6,8.9,7855
0.72222222,6.23,0.54444444,6.7,8.9,7856
0.72222222,6.23,0.54444444,7.8,8.9,7857
0.72222222,6.23,0.54444444,8.9,8.9,7858
0.72222222,6.23,0.54444444,10.0,8.9,7859
0.72222222,6.23,0.63333333,0.1,8.9,7860
0.72222222,6.23,0.63333333,1.2,8.9,7861
0.72222222,6.23,0.63333333,2.3,8.9,7862
0.72222222,6.23,0.63333333,3.4,8.9,7863
0.72222222,6.23,0.63333333,4.5,8.9,7864
0.72222222,6.23,0.63333333,5.6,8.9,7865
0.72222222,6.23,0.63333333,6.7,8.9,7866
0.72222222,6.23,0.63333333,7.8,8.9,7867
0.72222222,6.23,0.63333333,8.9,8.9,7868
0.72222222,6.23,0.63333333,10.0,8.9,7869
0.72222222,6.23,0.72222222,0.1,8.9,7870
0.72222222,6.23,0.72222222,1.2,8.9,7871
0.72222222,6.23,0.72222222,2.3,8.9,7872
0.72222222,6.23,0.72222222,3.4,8.9,7873
0.72222222,6.23,0.72222222,4.5,8.9,7874
0.72222222,6.23,0.72222222,5.6,8.9,7875
0.72222222,6.23,0.72222222,6.7,8.9,7876
0.72222222,6.23,0.72222222,7.8,8.9,7877
0.72222222,6.23,0.72222222,8.9,8.9,7878
0.72222222,6.23,0.72222222,10.0,8.9,7879
0.72222222,6.23,0.81111111,0.1,8.9,7880
0.72222222,6.23,0.81111111,1.2,8.9,7881
0.72222222,6.23,0.81111111,2.3,8.9,7882
0.72222222,6.23,0.81111111,3.4,8.9,7883
0.72222222,6.23,0.81111111,4.5,8.9,7884
0.72222222,6.23,0.81111111,5.6,8.9,7885
0.72222222,6.23,0.81111111,6.7,8.9,7886
0.72222222,6.23,0.81111111,7.8,8.9,7887
0.72222222,6.23,0.81111111,8.9,8.9,7888
0.72222222,6.23,0.81111111,10.0,8.9,7889
0.72222222,6.23,0.9,0.1,8.9,7890
0.72222222,6.23,0.9,1.2,8.9,7891
0.72222222,6.23,0.9,2.3,8.9,7892
0.72222222,6.23,0.9,3.4,8.9,7893
0.72222222,6.23,0.9,4.5,8.9,7894
0.72222222,6.23,0.9,5.6,8.9,7895
0.72222222,6.23,0.9,6.7,8.9,7896
0.72222222,6.23,0.9,7.8,8.9,7897
0.72222222,6.23,0.9,8.9,8.9,7898
0.72222222,6.23,0.9,10.0,8.9,7899
0.72222222,7.0,0.1,0.1,10.0,7900
0.72222222,7.0,0.1,1.2,10.0,7901
0.72222222,7.0,0.1,2.3,10.0,7902
0.72222222,7.0,0.1,3.4,10.0,7903
0.72222222,7.0,0.1,4.5,10.0,7904
0.72222222,7.0,0.1,5.6,10.0,7905
0.72222222,7.0,0.1,6.7,10.0,7906
0.72222222,7.0,0.1,7.8,10.0,7907
0.72222222,7.0,0.1,8.9,10.0,7908
0.72222222,7.0,0.1,10.0,10.0,7909
0.72222222,7.0,0.18888889,0.1,10.0,7910
0.72222222,7.0,0.18888889,1.2,10.0,7911
0.72222222,7.0,0.18888889,2.3,10.0,7912
0.72222222,7.0,0.18888889,3.4,10.0,7913
0.72222222,7.0,0.18888889,4.5,10.0,7914
0.72222222,7.0,0.18888889,5.6,10.0,7915
0.72222222,7.0,0.18888889,6.7,10.0,7916
0.72222222,7.0,0.18888889,7.8,10.0,7917
0.72222222,7.0,0.18888889,8.9,10.0,7918
0.72222222,7.0,0.18888889,10.0,10.0,7919
0.72222222,7.0,0.27777778,0.1,10.0,7920
0.72222222,7.0,0.27777778,1.2,10.0,7921
0.72222222,7.0,0.27777778,2.3,10.0,7922
0.72222222,7.0,0.27777778,3.4,10.0,7923
0.72222222,7.0,0.27777778,4.5,10.0,7924
0.72222222,7.0,0.27777778,5.6,10.0,7925
0.72222222,7.0,0.27777778,6.7,10.0,7926
0.72222222,7.0,0.27777778,7.8,10.0,7927
0.72222222,7.0,0.27777778,8.9,10.0,7928
0.72222222,7.0,0.27777778,10.0,10.0,7929
0.72222222,7.0,0.36666667,0.1,10.0,7930
0.72222222,7.0,0.36666667,1.2,10.0,7931
0.72222222,7.0,0.36666667,2.3,10.0,7932
0.72222222,7.0,0.36666667,3.4,10.0,7933
0.72222222,7.0,0.36666667,4.5,10.0,7934
0.72222222,7.0,0.36666667,5.6,10.0,7935
0.72222222,7.0,0.36666667,6.7,10.0,7936
0.72222222,7.0,0.36666667,7.8,10.0,7937
0.72222222,7.0,0.36666667,8.9,10.0,7938
0.72222222,7.0,0.36666667,10.0,10.0,7939
0.72222222,7.0,0.45555556,0.1,10.0,7940
0.72222222,7.0,0.45555556,1.2,10.0,7941
0.72222222,7.0,0.45555556,2.3,10.0,7942
0.72222222,7.0,0.45555556,3.4,10.0,7943
0.72222222,7.0,0.45555556,4.5,10.0,7944
0.72222222,7.0,0.45555556,5.6,10.0,7945
0.72222222,7.0,0.45555556,6.7,10.0,7946
0.72222222,7.0,0.45555556,7.8,10.0,7947
0.72222222,7.0,0.45555556,8.9,10.0,7948
0.72222222,7.0,0.45555556,10.0,10.0,7949
0.72222222,7.0,0.54444444,0.1,10.0,7950
0.72222222,7.0,0.54444444,1.2,10.0,7951
0.72222222,7.0,0.54444444,2.3,10.0,7952
0.72222222,7.0,0.54444444,3.4,10.0,7953
0.72222222,7.0,0.54444444,4.5,10.0,7954
0.72222222,7.0,0.54444444,5.6,10.0,7955
0.72222222,7.0,0.54444444,6.7,10.0,7956
0.72222222,7.0,0.54444444,7.8,10.0,7957
0.72222222,7.0,0.54444444,8.9,10.0,7958
0.72222222,7.0,0.54444444,10.0,10.0,7959
0.72222222,7.0,0.63333333,0.1,10.0,7960
0.72222222,7.0,0.63333333,1.2,10.0,7961
0.72222222,7.0,0.63333333,2.3,10.0,7962
0.72222222,7.0,0.63333333,3.4,10.0,7963
0.72222222,7.0,0.63333333,4.5,10.0,7964
0.72222222,7.0,0.63333333,5.6,10.0,7965
0.72222222,7.0,0.63333333,6.7,10.0,7966
0.72222222,7.0,0.63333333,7.8,10.0,7967
0.72222222,7.0,0.63333333,8.9,10.0,7968
0.72222222,7.0,0.63333333,10.0,10.0,7969
0.72222222,7.0,0.72222222,0.1,10.0,7970
0.72222222,7.0,0.72222222,1.2,10.0,7971
0.72222222,7.0,0.72222222,2.3,10.0,7972
0.72222222,7.0,0.72222222,3.4,10.0,7973
0.72222222,7.0,0.72222222,4.5,10.0,7974
0.72222222,7.0,0.72222222,5.6,10.0,7975
0.72222222,7.0,0.72222222,6.7,10.0,7976
0.72222222,7.0,0.72222222,7.8,10.0,7977
0.72222222,7.0,0.72222222,8.9,10.0,7978
0.72222222,7.0,0.72222222,10.0,10.0,7979
